instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,datetime,sin_hour,cos_hour,sin_month,cos_month
2125,2011-04-03,2,0,4,9,0,0,0,1,0.36,0.3182,0.5,0.4925,142,2011-04-03,0.631087944326053,-0.7757112907044197,0.7557495743542583,-0.6548607339452851
2121,2011-04-03,2,0,4,5,0,0,0,1,0.28,0.2727,0.65,0.2239,5,2011-04-03,0.9790840876823229,0.20345601305263375,0.7557495743542583,-0.6548607339452851
2153,2011-04-04,2,0,4,13,0,1,1,1,0.68,0.6364,0.34,0.3284,139,2011-04-04,-0.39840108984624156,-0.9172113015054529,0.7557495743542583,-0.6548607339452851
2162,2011-04-04,2,0,4,22,0,1,1,2,0.68,0.6364,0.36,0.4627,75,2011-04-04,-0.2697967711570252,0.962917287347799,0.7557495743542583,-0.6548607339452851
2161,2011-04-04,2,0,4,21,0,1,1,2,0.7,0.6364,0.3,0.4478,95,2011-04-04,-0.5195839500354336,0.8544194045464886,0.7557495743542583,-0.6548607339452851
2160,2011-04-04,2,0,4,20,0,1,1,2,0.7,0.6364,0.24,0.5522,173,2011-04-04,-0.730835964278124,0.6825531432186542,0.7557495743542583,-0.6548607339452851
2159,2011-04-04,2,0,4,19,0,1,1,1,0.7,0.6364,0.24,0.4627,278,2011-04-04,-0.8878852184023756,0.4600650377311516,0.7557495743542583,-0.6548607339452851
2158,2011-04-04,2,0,4,18,0,1,1,2,0.72,0.6364,0.23,0.4925,386,2011-04-04,-0.979084087682323,0.2034560130526333,0.7557495743542583,-0.6548607339452851
2157,2011-04-04,2,0,4,17,0,1,1,1,0.74,0.6515,0.23,0.6119,366,2011-04-04,-0.9976687691905393,-0.06824241336467046,0.7557495743542583,-0.6548607339452851
2156,2011-04-04,2,0,4,16,0,1,1,1,0.76,0.6515,0.22,0.5224,189,2011-04-04,-0.9422609221188204,-0.3348796121709864,0.7557495743542583,-0.6548607339452851
2155,2011-04-04,2,0,4,15,0,1,1,1,0.76,0.6667,0.23,0.5522,143,2011-04-04,-0.816969893010442,-0.5766803221148672,0.7557495743542583,-0.6548607339452851
2154,2011-04-04,2,0,4,14,0,1,1,2,0.74,0.6515,0.27,0.4925,123,2011-04-04,-0.6310879443260528,-0.7757112907044198,0.7557495743542583,-0.6548607339452851
2163,2011-04-04,2,0,4,23,0,1,1,2,0.64,0.6212,0.47,0.2239,48,2011-04-04,-2.4492935982947064e-16,1.0,0.7557495743542583,-0.6548607339452851
2152,2011-04-04,2,0,4,12,0,1,1,1,0.64,0.6212,0.36,0.4627,157,2011-04-04,-0.1361666490962464,-0.9906859460363308,0.7557495743542583,-0.6548607339452851
2150,2011-04-04,2,0,4,10,0,1,1,2,0.54,0.5152,0.45,0.3582,90,2011-04-04,0.3984010898462414,-0.917211301505453,0.7557495743542583,-0.6548607339452851
2151,2011-04-04,2,0,4,11,0,1,1,1,0.6,0.6212,0.4,0.3881,124,2011-04-04,0.1361666490962471,-0.9906859460363306,0.7557495743542583,-0.6548607339452851
2140,2011-04-04,2,0,4,0,0,1,1,1,0.4,0.4091,0.5,0.2239,6,2011-04-04,0.0,1.0,0.7557495743542583,-0.6548607339452851
2141,2011-04-04,2,0,4,1,0,1,1,1,0.4,0.4091,0.56,0.3582,11,2011-04-04,0.2697967711570243,0.9629172873477994,0.7557495743542583,-0.6548607339452851
2143,2011-04-04,2,0,4,3,0,1,1,1,0.38,0.3939,0.66,0.2836,1,2011-04-04,0.730835964278124,0.6825531432186541,0.7557495743542583,-0.6548607339452851
2144,2011-04-04,2,0,4,4,0,1,1,1,0.38,0.3939,0.71,0.2985,2,2011-04-04,0.8878852184023752,0.4600650377311522,0.7557495743542583,-0.6548607339452851
2142,2011-04-04,2,0,4,2,0,1,1,1,0.38,0.3939,0.66,0.2537,2,2011-04-04,0.5195839500354336,0.8544194045464886,0.7557495743542583,-0.6548607339452851
2146,2011-04-04,2,0,4,6,0,1,1,1,0.42,0.4242,0.58,0.2836,46,2011-04-04,0.9976687691905392,-0.06824241336467088,0.7557495743542583,-0.6548607339452851
2147,2011-04-04,2,0,4,7,0,1,1,2,0.44,0.4394,0.54,0.2537,157,2011-04-04,0.9422609221188205,-0.33487961217098616,0.7557495743542583,-0.6548607339452851
2148,2011-04-04,2,0,4,8,0,1,1,2,0.46,0.4545,0.55,0.2985,339,2011-04-04,0.8169698930104421,-0.5766803221148671,0.7557495743542583,-0.6548607339452851
2149,2011-04-04,2,0,4,9,0,1,1,2,0.5,0.4848,0.51,0.3881,158,2011-04-04,0.631087944326053,-0.7757112907044197,0.7557495743542583,-0.6548607339452851
2145,2011-04-04,2,0,4,5,0,1,1,1,0.4,0.4091,0.62,0.2537,7,2011-04-04,0.9790840876823229,0.20345601305263375,0.7557495743542583,-0.6548607339452851
2181,2011-04-05,2,0,4,17,0,2,1,1,0.42,0.4242,0.38,0.4179,273,2011-04-05,-0.9976687691905393,-0.06824241336467046,0.7557495743542583,-0.6548607339452851
2178,2011-04-05,2,0,4,14,0,2,1,2,0.36,0.3182,0.57,0.4925,76,2011-04-05,-0.6310879443260528,-0.7757112907044198,0.7557495743542583,-0.6548607339452851
2179,2011-04-05,2,0,4,15,0,2,1,1,0.4,0.4091,0.46,0.4627,68,2011-04-05,-0.816969893010442,-0.5766803221148672,0.7557495743542583,-0.6548607339452851
2180,2011-04-05,2,0,4,16,0,2,1,1,0.38,0.3939,0.46,0.4179,130,2011-04-05,-0.9422609221188204,-0.3348796121709864,0.7557495743542583,-0.6548607339452851
2182,2011-04-05,2,0,4,18,0,2,1,1,0.38,0.3939,0.4,0.4925,267,2011-04-05,-0.979084087682323,0.2034560130526333,0.7557495743542583,-0.6548607339452851
2177,2011-04-05,2,0,4,13,0,2,1,2,0.36,0.3333,0.63,0.4179,56,2011-04-05,-0.39840108984624156,-0.9172113015054529,0.7557495743542583,-0.6548607339452851
2184,2011-04-05,2,0,4,20,0,2,1,1,0.34,0.3182,0.46,0.2836,91,2011-04-05,-0.730835964278124,0.6825531432186542,0.7557495743542583,-0.6548607339452851
2185,2011-04-05,2,0,4,21,0,2,1,1,0.34,0.2879,0.46,0.5224,89,2011-04-05,-0.5195839500354336,0.8544194045464886,0.7557495743542583,-0.6548607339452851
2186,2011-04-05,2,0,4,22,0,2,1,1,0.32,0.303,0.49,0.2985,46,2011-04-05,-0.2697967711570252,0.962917287347799,0.7557495743542583,-0.6548607339452851
2187,2011-04-05,2,0,4,23,0,2,1,1,0.3,0.2879,0.49,0.2836,26,2011-04-05,-2.4492935982947064e-16,1.0,0.7557495743542583,-0.6548607339452851
2183,2011-04-05,2,0,4,19,0,2,1,1,0.36,0.3333,0.43,0.2985,160,2011-04-05,-0.8878852184023756,0.4600650377311516,0.7557495743542583,-0.6548607339452851
2176,2011-04-05,2,0,4,12,0,2,1,2,0.34,0.303,0.71,0.3881,38,2011-04-05,-0.1361666490962464,-0.9906859460363308,0.7557495743542583,-0.6548607339452851
2167,2011-04-05,2,0,4,3,0,2,1,2,0.54,0.5152,0.73,0.3284,4,2011-04-05,0.730835964278124,0.6825531432186541,0.7557495743542583,-0.6548607339452851
2174,2011-04-05,2,0,4,10,0,2,1,3,0.34,0.303,0.81,0.3881,28,2011-04-05,0.3984010898462414,-0.917211301505453,0.7557495743542583,-0.6548607339452851
2164,2011-04-05,2,0,4,0,0,2,1,1,0.62,0.6212,0.5,0.1045,22,2011-04-05,0.0,1.0,0.7557495743542583,-0.6548607339452851
2165,2011-04-05,2,0,4,1,0,2,1,3,0.62,0.6212,0.57,0.4179,15,2011-04-05,0.2697967711570243,0.9629172873477994,0.7557495743542583,-0.6548607339452851
2166,2011-04-05,2,0,4,2,0,2,1,2,0.54,0.5152,0.73,0.3284,5,2011-04-05,0.5195839500354336,0.8544194045464886,0.7557495743542583,-0.6548607339452851
2168,2011-04-05,2,0,4,4,0,2,1,3,0.5,0.4848,0.88,0.4925,2,2011-04-05,0.8878852184023752,0.4600650377311522,0.7557495743542583,-0.6548607339452851
2175,2011-04-05,2,0,4,11,0,2,1,3,0.32,0.2879,0.81,0.4478,19,2011-04-05,0.1361666490962471,-0.9906859460363306,0.7557495743542583,-0.6548607339452851
2170,2011-04-05,2,0,4,6,0,2,1,2,0.48,0.4697,0.88,0.3284,38,2011-04-05,0.9976687691905392,-0.06824241336467088,0.7557495743542583,-0.6548607339452851
2169,2011-04-05,2,0,4,5,0,2,1,3,0.46,0.4545,0.94,0.2985,5,2011-04-05,0.9790840876823229,0.20345601305263375,0.7557495743542583,-0.6548607339452851
2171,2011-04-05,2,0,4,7,0,2,1,2,0.48,0.4697,0.88,0.3284,134,2011-04-05,0.9422609221188205,-0.33487961217098616,0.7557495743542583,-0.6548607339452851
2172,2011-04-05,2,0,4,8,0,2,1,3,0.38,0.3939,0.87,0.5821,157,2011-04-05,0.8169698930104421,-0.5766803221148671,0.7557495743542583,-0.6548607339452851
2173,2011-04-05,2,0,4,9,0,2,1,3,0.36,0.3182,0.87,0.4925,46,2011-04-05,0.631087944326053,-0.7757112907044197,0.7557495743542583,-0.6548607339452851
2211,2011-04-06,2,0,4,23,0,3,1,1,0.46,0.4545,0.41,0.2985,40,2011-04-06,-2.4492935982947064e-16,1.0,0.7557495743542583,-0.6548607339452851
2210,2011-04-06,2,0,4,22,0,3,1,1,0.46,0.4545,0.41,0.2836,84,2011-04-06,-0.2697967711570252,0.962917287347799,0.7557495743542583,-0.6548607339452851
2209,2011-04-06,2,0,4,21,0,3,1,1,0.46,0.4545,0.41,0.2836,102,2011-04-06,-0.5195839500354336,0.8544194045464886,0.7557495743542583,-0.6548607339452851
2208,2011-04-06,2,0,4,20,0,3,1,1,0.46,0.4545,0.51,0.2239,141,2011-04-06,-0.730835964278124,0.6825531432186542,0.7557495743542583,-0.6548607339452851
2207,2011-04-06,2,0,4,19,0,3,1,1,0.5,0.4848,0.31,0.2985,232,2011-04-06,-0.8878852184023756,0.4600650377311516,0.7557495743542583,-0.6548607339452851
2206,2011-04-06,2,0,4,18,0,3,1,1,0.52,0.5,0.29,0.3582,325,2011-04-06,-0.979084087682323,0.2034560130526333,0.7557495743542583,-0.6548607339452851
2205,2011-04-06,2,0,4,17,0,3,1,1,0.52,0.5,0.32,0.4478,356,2011-04-06,-0.9976687691905393,-0.06824241336467046,0.7557495743542583,-0.6548607339452851
2204,2011-04-06,2,0,4,16,0,3,1,1,0.54,0.5152,0.28,0.4179,169,2011-04-06,-0.9422609221188204,-0.3348796121709864,0.7557495743542583,-0.6548607339452851
2202,2011-04-06,2,0,4,14,0,3,1,1,0.5,0.4848,0.34,0.4179,115,2011-04-06,-0.6310879443260528,-0.7757112907044198,0.7557495743542583,-0.6548607339452851
2201,2011-04-06,2,0,4,13,0,3,1,1,0.46,0.4545,0.38,0.4925,112,2011-04-06,-0.39840108984624156,-0.9172113015054529,0.7557495743542583,-0.6548607339452851
2200,2011-04-06,2,0,4,12,0,3,1,1,0.44,0.4394,0.41,0.2537,134,2011-04-06,-0.1361666490962464,-0.9906859460363308,0.7557495743542583,-0.6548607339452851
2203,2011-04-06,2,0,4,15,0,3,1,1,0.52,0.5,0.32,0.3284,117,2011-04-06,-0.816969893010442,-0.5766803221148672,0.7557495743542583,-0.6548607339452851
2198,2011-04-06,2,0,4,10,0,3,1,1,0.4,0.4091,0.37,0.3881,69,2011-04-06,0.3984010898462414,-0.917211301505453,0.7557495743542583,-0.6548607339452851
2199,2011-04-06,2,0,4,11,0,3,1,1,0.42,0.4242,0.38,0.3881,93,2011-04-06,0.1361666490962471,-0.9906859460363306,0.7557495743542583,-0.6548607339452851
2189,2011-04-06,2,0,4,1,0,3,1,1,0.26,0.2727,0.6,0.1343,2,2011-04-06,0.2697967711570243,0.9629172873477994,0.7557495743542583,-0.6548607339452851
2190,2011-04-06,2,0,4,2,0,3,1,1,0.24,0.2424,0.7,0.1343,5,2011-04-06,0.5195839500354336,0.8544194045464886,0.7557495743542583,-0.6548607339452851
2191,2011-04-06,2,0,4,3,0,3,1,1,0.26,0.2727,0.6,0.1343,4,2011-04-06,0.730835964278124,0.6825531432186541,0.7557495743542583,-0.6548607339452851
2192,2011-04-06,2,0,4,4,0,3,1,1,0.24,0.2424,0.65,0.1343,1,2011-04-06,0.8878852184023752,0.4600650377311522,0.7557495743542583,-0.6548607339452851
2188,2011-04-06,2,0,4,0,0,3,1,1,0.3,0.3182,0.49,0.1045,15,2011-04-06,0.0,1.0,0.7557495743542583,-0.6548607339452851
2194,2011-04-06,2,0,4,6,0,3,1,1,0.24,0.2576,0.7,0.1045,56,2011-04-06,0.9976687691905392,-0.06824241336467088,0.7557495743542583,-0.6548607339452851
2195,2011-04-06,2,0,4,7,0,3,1,1,0.26,0.2727,0.65,0.1045,133,2011-04-06,0.9422609221188205,-0.33487961217098616,0.7557495743542583,-0.6548607339452851
2196,2011-04-06,2,0,4,8,0,3,1,1,0.32,0.303,0.61,0.2239,325,2011-04-06,0.8169698930104421,-0.5766803221148671,0.7557495743542583,-0.6548607339452851
2197,2011-04-06,2,0,4,9,0,3,1,1,0.36,0.3333,0.46,0.2537,165,2011-04-06,0.631087944326053,-0.7757112907044197,0.7557495743542583,-0.6548607339452851
2193,2011-04-06,2,0,4,5,0,3,1,1,0.24,0.2576,0.7,0.1045,13,2011-04-06,0.9790840876823229,0.20345601305263375,0.7557495743542583,-0.6548607339452851
2226,2011-04-07,2,0,4,14,0,4,1,1,0.56,0.5303,0.43,0.0896,157,2011-04-07,-0.6310879443260528,-0.7757112907044198,0.7557495743542583,-0.6548607339452851
2227,2011-04-07,2,0,4,15,0,4,1,1,0.6,0.6212,0.38,0.1045,160,2011-04-07,-0.816969893010442,-0.5766803221148672,0.7557495743542583,-0.6548607339452851
2228,2011-04-07,2,0,4,16,0,4,1,1,0.6,0.6212,0.35,0.0,213,2011-04-07,-0.9422609221188204,-0.3348796121709864,0.7557495743542583,-0.6548607339452851
2229,2011-04-07,2,0,4,17,0,4,1,1,0.52,0.5,0.52,0.2836,343,2011-04-07,-0.9976687691905393,-0.06824241336467046,0.7557495743542583,-0.6548607339452851
2230,2011-04-07,2,0,4,18,0,4,1,1,0.48,0.4697,0.55,0.2537,333,2011-04-07,-0.979084087682323,0.2034560130526333,0.7557495743542583,-0.6548607339452851
2232,2011-04-07,2,0,4,20,0,4,1,1,0.44,0.4394,0.62,0.1642,203,2011-04-07,-0.730835964278124,0.6825531432186542,0.7557495743542583,-0.6548607339452851
2233,2011-04-07,2,0,4,21,0,4,1,2,0.44,0.4394,0.67,0.2836,108,2011-04-07,-0.5195839500354336,0.8544194045464886,0.7557495743542583,-0.6548607339452851
2234,2011-04-07,2,0,4,22,0,4,1,2,0.4,0.4091,0.76,0.194,81,2011-04-07,-0.2697967711570252,0.962917287347799,0.7557495743542583,-0.6548607339452851
2235,2011-04-07,2,0,4,23,0,4,1,1,0.38,0.3939,0.76,0.2537,54,2011-04-07,-2.4492935982947064e-16,1.0,0.7557495743542583,-0.6548607339452851
2225,2011-04-07,2,0,4,13,0,4,1,2,0.52,0.5,0.48,0.0896,135,2011-04-07,-0.39840108984624156,-0.9172113015054529,0.7557495743542583,-0.6548607339452851
2231,2011-04-07,2,0,4,19,0,4,1,1,0.46,0.4545,0.59,0.2985,226,2011-04-07,-0.8878852184023756,0.4600650377311516,0.7557495743542583,-0.6548607339452851
2224,2011-04-07,2,0,4,12,0,4,1,2,0.46,0.4545,0.55,0.0,153,2011-04-07,-0.1361666490962464,-0.9906859460363308,0.7557495743542583,-0.6548607339452851
2214,2011-04-07,2,0,4,2,0,4,1,1,0.42,0.4242,0.54,0.0,7,2011-04-07,0.5195839500354336,0.8544194045464886,0.7557495743542583,-0.6548607339452851
2222,2011-04-07,2,0,4,10,0,4,1,2,0.42,0.4242,0.67,0.1045,95,2011-04-07,0.3984010898462414,-0.917211301505453,0.7557495743542583,-0.6548607339452851
2223,2011-04-07,2,0,4,11,0,4,1,2,0.46,0.4545,0.55,0.0,122,2011-04-07,0.1361666490962471,-0.9906859460363306,0.7557495743542583,-0.6548607339452851
2213,2011-04-07,2,0,4,1,0,4,1,1,0.42,0.4242,0.47,0.1343,13,2011-04-07,0.2697967711570243,0.9629172873477994,0.7557495743542583,-0.6548607339452851
2215,2011-04-07,2,0,4,3,0,4,1,1,0.36,0.3485,0.66,0.194,3,2011-04-07,0.730835964278124,0.6825531432186541,0.7557495743542583,-0.6548607339452851
2216,2011-04-07,2,0,4,4,0,4,1,1,0.34,0.3333,0.76,0.194,1,2011-04-07,0.8878852184023752,0.4600650377311522,0.7557495743542583,-0.6548607339452851
2212,2011-04-07,2,0,4,0,0,4,1,1,0.46,0.4545,0.41,0.2836,20,2011-04-07,0.0,1.0,0.7557495743542583,-0.6548607339452851
2218,2011-04-07,2,0,4,6,0,4,1,1,0.32,0.303,0.81,0.2537,64,2011-04-07,0.9976687691905392,-0.06824241336467088,0.7557495743542583,-0.6548607339452851
2219,2011-04-07,2,0,4,7,0,4,1,2,0.34,0.3333,0.76,0.1642,160,2011-04-07,0.9422609221188205,-0.33487961217098616,0.7557495743542583,-0.6548607339452851
2220,2011-04-07,2,0,4,8,0,4,1,1,0.36,0.3485,0.76,0.194,314,2011-04-07,0.8169698930104421,-0.5766803221148671,0.7557495743542583,-0.6548607339452851
2221,2011-04-07,2,0,4,9,0,4,1,2,0.4,0.4091,0.66,0.1343,170,2011-04-07,0.631087944326053,-0.7757112907044197,0.7557495743542583,-0.6548607339452851
2217,2011-04-07,2,0,4,5,0,4,1,1,0.34,0.3182,0.76,0.2239,6,2011-04-07,0.9790840876823229,0.20345601305263375,0.7557495743542583,-0.6548607339452851
2249,2011-04-08,2,0,4,13,0,5,1,3,0.36,0.3333,0.76,0.2836,42,2011-04-08,-0.39840108984624156,-0.9172113015054529,0.7557495743542583,-0.6548607339452851
2259,2011-04-08,2,0,4,23,0,5,1,2,0.3,0.2879,0.93,0.2239,35,2011-04-08,-2.4492935982947064e-16,1.0,0.7557495743542583,-0.6548607339452851
2258,2011-04-08,2,0,4,22,0,5,1,2,0.3,0.2727,0.93,0.2985,51,2011-04-08,-0.2697967711570252,0.962917287347799,0.7557495743542583,-0.6548607339452851
2257,2011-04-08,2,0,4,21,0,5,1,2,0.3,0.2879,0.93,0.2537,54,2011-04-08,-0.5195839500354336,0.8544194045464886,0.7557495743542583,-0.6548607339452851
2256,2011-04-08,2,0,4,20,0,5,1,2,0.3,0.2727,0.93,0.3284,63,2011-04-08,-0.730835964278124,0.6825531432186542,0.7557495743542583,-0.6548607339452851
2255,2011-04-08,2,0,4,19,0,5,1,3,0.3,0.2727,0.93,0.4179,53,2011-04-08,-0.8878852184023756,0.4600650377311516,0.7557495743542583,-0.6548607339452851
2254,2011-04-08,2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2537,62,2011-04-08,-0.979084087682323,0.2034560130526333,0.7557495743542583,-0.6548607339452851
2253,2011-04-08,2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2537,148,2011-04-08,-0.9976687691905393,-0.06824241336467046,0.7557495743542583,-0.6548607339452851
2252,2011-04-08,2,0,4,16,0,5,1,2,0.32,0.303,0.93,0.2537,60,2011-04-08,-0.9422609221188204,-0.3348796121709864,0.7557495743542583,-0.6548607339452851
2251,2011-04-08,2,0,4,15,0,5,1,3,0.34,0.3182,0.87,0.2239,25,2011-04-08,-0.816969893010442,-0.5766803221148672,0.7557495743542583,-0.6548607339452851
2248,2011-04-08,2,0,4,12,0,5,1,3,0.38,0.3939,0.66,0.2239,80,2011-04-08,-0.1361666490962464,-0.9906859460363308,0.7557495743542583,-0.6548607339452851
2250,2011-04-08,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2239,15,2011-04-08,-0.6310879443260528,-0.7757112907044198,0.7557495743542583,-0.6548607339452851
2246,2011-04-08,2,0,4,10,0,5,1,2,0.36,0.3333,0.71,0.2836,73,2011-04-08,0.3984010898462414,-0.917211301505453,0.7557495743542583,-0.6548607339452851
2237,2011-04-08,2,0,4,1,0,5,1,2,0.34,0.3333,0.76,0.1343,9,2011-04-08,0.2697967711570243,0.9629172873477994,0.7557495743542583,-0.6548607339452851
2238,2011-04-08,2,0,4,2,0,5,1,3,0.34,0.3333,0.76,0.1642,13,2011-04-08,0.5195839500354336,0.8544194045464886,0.7557495743542583,-0.6548607339452851
2239,2011-04-08,2,0,4,3,0,5,1,3,0.34,0.3333,0.76,0.1642,1,2011-04-08,0.730835964278124,0.6825531432186541,0.7557495743542583,-0.6548607339452851
2240,2011-04-08,2,0,4,4,0,5,1,2,0.34,0.3333,0.86,0.1343,1,2011-04-08,0.8878852184023752,0.4600650377311522,0.7557495743542583,-0.6548607339452851
2241,2011-04-08,2,0,4,5,0,5,1,2,0.32,0.3182,0.87,0.194,9,2011-04-08,0.9790840876823229,0.20345601305263375,0.7557495743542583,-0.6548607339452851
2236,2011-04-08,2,0,4,0,0,5,1,2,0.36,0.3485,0.76,0.2239,25,2011-04-08,0.0,1.0,0.7557495743542583,-0.6548607339452851
2243,2011-04-08,2,0,4,7,0,5,1,3,0.34,0.3333,0.87,0.1642,113,2011-04-08,0.9422609221188205,-0.33487961217098616,0.7557495743542583,-0.6548607339452851
2244,2011-04-08,2,0,4,8,0,5,1,3,0.34,0.3333,0.87,0.1642,221,2011-04-08,0.8169698930104421,-0.5766803221148671,0.7557495743542583,-0.6548607339452851
2247,2011-04-08,2,0,4,11,0,5,1,2,0.4,0.4091,0.62,0.3881,98,2011-04-08,0.1361666490962471,-0.9906859460363306,0.7557495743542583,-0.6548607339452851
2245,2011-04-08,2,0,4,9,0,5,1,2,0.36,0.3485,0.76,0.194,185,2011-04-08,0.631087944326053,-0.7757112907044197,0.7557495743542583,-0.6548607339452851
2242,2011-04-08,2,0,4,6,0,5,1,2,0.34,0.3636,0.87,0.0,35,2011-04-08,0.9976687691905392,-0.06824241336467088,0.7557495743542583,-0.6548607339452851
2273,2011-04-09,2,0,4,13,0,6,0,2,0.36,0.3788,0.81,0.0,222,2011-04-09,-0.39840108984624156,-0.9172113015054529,0.7557495743542583,-0.6548607339452851
2282,2011-04-09,2,0,4,22,0,6,0,2,0.36,0.3485,0.93,0.1343,87,2011-04-09,-0.2697967711570252,0.962917287347799,0.7557495743542583,-0.6548607339452851
2281,2011-04-09,2,0,4,21,0,6,0,2,0.36,0.3485,0.93,0.1343,75,2011-04-09,-0.5195839500354336,0.8544194045464886,0.7557495743542583,-0.6548607339452851
2280,2011-04-09,2,0,4,20,0,6,0,2,0.38,0.3939,0.87,0.1642,93,2011-04-09,-0.730835964278124,0.6825531432186542,0.7557495743542583,-0.6548607339452851
2279,2011-04-09,2,0,4,19,0,6,0,2,0.38,0.3939,0.82,0.1343,130,2011-04-09,-0.8878852184023756,0.4600650377311516,0.7557495743542583,-0.6548607339452851
2278,2011-04-09,2,0,4,18,0,6,0,2,0.38,0.3939,0.82,0.1045,177,2011-04-09,-0.979084087682323,0.2034560130526333,0.7557495743542583,-0.6548607339452851
2277,2011-04-09,2,0,4,17,0,6,0,2,0.38,0.3939,0.82,0.0896,257,2011-04-09,-0.9976687691905393,-0.06824241336467046,0.7557495743542583,-0.6548607339452851
2276,2011-04-09,2,0,4,16,0,6,0,2,0.38,0.3939,0.82,0.0,191,2011-04-09,-0.9422609221188204,-0.3348796121709864,0.7557495743542583,-0.6548607339452851
2275,2011-04-09,2,0,4,15,0,6,0,2,0.36,0.3788,0.87,0.0,201,2011-04-09,-0.816969893010442,-0.5766803221148672,0.7557495743542583,-0.6548607339452851
2274,2011-04-09,2,0,4,14,0,6,0,2,0.36,0.3485,0.81,0.1343,212,2011-04-09,-0.6310879443260528,-0.7757112907044198,0.7557495743542583,-0.6548607339452851
2272,2011-04-09,2,0,4,12,0,6,0,2,0.36,0.3485,0.81,0.1343,202,2011-04-09,-0.1361666490962464,-0.9906859460363308,0.7557495743542583,-0.6548607339452851
2283,2011-04-09,2,0,4,23,0,6,0,2,0.38,0.3939,0.87,0.0896,57,2011-04-09,-2.4492935982947064e-16,1.0,0.7557495743542583,-0.6548607339452851
2270,2011-04-09,2,0,4,10,0,6,0,2,0.34,0.3333,0.87,0.1343,133,2011-04-09,0.3984010898462414,-0.917211301505453,0.7557495743542583,-0.6548607339452851
2260,2011-04-09,2,0,4,0,0,6,0,2,0.3,0.2879,0.87,0.2239,31,2011-04-09,0.0,1.0,0.7557495743542583,-0.6548607339452851
2261,2011-04-09,2,0,4,1,0,6,0,2,0.3,0.303,0.87,0.1343,20,2011-04-09,0.2697967711570243,0.9629172873477994,0.7557495743542583,-0.6548607339452851
2262,2011-04-09,2,0,4,2,0,6,0,2,0.32,0.303,0.87,0.2239,17,2011-04-09,0.5195839500354336,0.8544194045464886,0.7557495743542583,-0.6548607339452851
2263,2011-04-09,2,0,4,3,0,6,0,3,0.3,0.2879,1.0,0.2537,14,2011-04-09,0.730835964278124,0.6825531432186541,0.7557495743542583,-0.6548607339452851
2264,2011-04-09,2,0,4,4,0,6,0,3,0.3,0.2727,1.0,0.2537,3,2011-04-09,0.8878852184023752,0.4600650377311522,0.7557495743542583,-0.6548607339452851
2271,2011-04-09,2,0,4,11,0,6,0,2,0.36,0.3636,0.81,0.0,142,2011-04-09,0.1361666490962471,-0.9906859460363306,0.7557495743542583,-0.6548607339452851
2266,2011-04-09,2,0,4,6,0,6,0,2,0.3,0.2879,0.93,0.194,13,2011-04-09,0.9976687691905392,-0.06824241336467088,0.7557495743542583,-0.6548607339452851
2267,2011-04-09,2,0,4,7,0,6,0,2,0.3,0.303,0.93,0.1642,21,2011-04-09,0.9422609221188205,-0.33487961217098616,0.7557495743542583,-0.6548607339452851
2268,2011-04-09,2,0,4,8,0,6,0,2,0.32,0.303,0.93,0.1642,54,2011-04-09,0.8169698930104421,-0.5766803221148671,0.7557495743542583,-0.6548607339452851
2269,2011-04-09,2,0,4,9,0,6,0,2,0.34,0.3485,0.87,0.1045,98,2011-04-09,0.631087944326053,-0.7757112907044197,0.7557495743542583,-0.6548607339452851
2265,2011-04-09,2,0,4,5,0,6,0,2,0.3,0.2879,0.93,0.2239,5,2011-04-09,0.9790840876823229,0.20345601305263375,0.7557495743542583,-0.6548607339452851
2297,2011-04-10,2,0,4,13,0,0,0,1,0.46,0.4545,0.82,0.1045,263,2011-04-10,-0.39840108984624156,-0.9172113015054529,0.7557495743542583,-0.6548607339452851
2298,2011-04-10,2,0,4,14,0,0,0,1,0.5,0.4848,0.72,0.194,281,2011-04-10,-0.6310879443260528,-0.7757112907044198,0.7557495743542583,-0.6548607339452851
2299,2011-04-10,2,0,4,15,0,0,0,1,0.5,0.4848,0.77,0.2239,297,2011-04-10,-0.816969893010442,-0.5766803221148672,0.7557495743542583,-0.6548607339452851
2300,2011-04-10,2,0,4,16,0,0,0,2,0.52,0.5,0.72,0.1642,288,2011-04-10,-0.9422609221188204,-0.3348796121709864,0.7557495743542583,-0.6548607339452851
2301,2011-04-10,2,0,4,17,0,0,0,2,0.52,0.5,0.72,0.194,236,2011-04-10,-0.9976687691905393,-0.06824241336467046,0.7557495743542583,-0.6548607339452851
2303,2011-04-10,2,0,4,19,0,0,0,1,0.5,0.4848,0.77,0.194,131,2011-04-10,-0.8878852184023756,0.4600650377311516,0.7557495743542583,-0.6548607339452851
2304,2011-04-10,2,0,4,20,0,0,0,1,0.46,0.4545,0.82,0.1343,92,2011-04-10,-0.730835964278124,0.6825531432186542,0.7557495743542583,-0.6548607339452851
2305,2011-04-10,2,0,4,21,0,0,0,1,0.44,0.4394,0.88,0.194,95,2011-04-10,-0.5195839500354336,0.8544194045464886,0.7557495743542583,-0.6548607339452851
