,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
2781,2,0,4,19,0,6,0,1,0.54,0.5152,0.43,0.1343,387
2782,2,0,4,20,0,6,0,1,0.44,0.4394,0.62,0.1343,224
2783,2,0,4,21,0,6,0,1,0.44,0.4394,0.62,0.1343,177
2784,2,0,4,22,0,6,0,1,0.44,0.4394,0.67,0.1045,143
2785,2,0,4,23,0,6,0,1,0.44,0.4394,0.67,0.1045,125
2786,2,0,5,0,0,0,0,1,0.42,0.4242,0.67,0.0896,96
2787,2,0,5,1,0,0,0,1,0.42,0.4242,0.69,0.1045,59
2788,2,0,5,2,0,0,0,1,0.42,0.4242,0.77,0.1045,50
2789,2,0,5,3,0,0,0,1,0.4,0.4091,0.82,0.1045,23
2790,2,0,5,4,0,0,0,1,0.4,0.4091,0.76,0.1045,17
2791,2,0,5,5,0,0,0,1,0.4,0.4091,0.82,0.0896,10
2792,2,0,5,6,0,0,0,2,0.4,0.4091,0.82,0.0896,13
2793,2,0,5,7,0,0,0,2,0.42,0.4242,0.77,0.0896,33
2794,2,0,5,8,0,0,0,2,0.44,0.4394,0.77,0.1343,59
2795,2,0,5,9,0,0,0,2,0.46,0.4545,0.72,0.1343,141
2796,2,0,5,10,0,0,0,2,0.48,0.4697,0.63,0.194,264
2797,2,0,5,11,0,0,0,1,0.46,0.4545,0.82,0.1045,250
2798,2,0,5,12,0,0,0,2,0.48,0.4697,0.77,0.1045,281
2799,2,0,5,13,0,0,0,2,0.5,0.4848,0.63,0.1642,332
2800,2,0,5,14,0,0,0,2,0.5,0.4848,0.68,0.1045,238
2801,2,0,5,15,0,0,0,2,0.5,0.4848,0.72,0.0,266
2802,2,0,5,16,0,0,0,2,0.5,0.4848,0.72,0.194,214
2803,2,0,5,17,0,0,0,2,0.48,0.4697,0.82,0.2537,196
2804,2,0,5,18,0,0,0,2,0.46,0.4545,0.82,0.0896,159
2805,2,0,5,19,0,0,0,2,0.46,0.4545,0.84,0.1045,178
2806,2,0,5,20,0,0,0,2,0.46,0.4545,0.82,0.0,121
2807,2,0,5,21,0,0,0,2,0.46,0.4545,0.82,0.0,105
2808,2,0,5,22,0,0,0,2,0.46,0.4545,0.82,0.0,100
2809,2,0,5,23,0,0,0,1,0.46,0.4545,0.77,0.194,146
2810,2,0,5,0,0,1,1,1,0.46,0.4545,0.72,0.1343,177
2811,2,0,5,1,0,1,1,1,0.46,0.4545,0.72,0.1343,114
2812,2,0,5,2,0,1,1,2,0.44,0.4394,0.77,0.2239,35
2813,2,0,5,3,0,1,1,1,0.44,0.4394,0.77,0.1343,16
2814,2,0,5,4,0,1,1,1,0.44,0.4394,0.77,0.1642,17
2815,2,0,5,5,0,1,1,2,0.44,0.4394,0.77,0.1343,20
2816,2,0,5,6,0,1,1,1,0.44,0.4394,0.88,0.1045,62
2817,2,0,5,7,0,1,1,2,0.46,0.4545,0.82,0.3284,209
2818,2,0,5,8,0,1,1,2,0.48,0.4697,0.77,0.2239,371
2819,2,0,5,9,0,1,1,2,0.5,0.4848,0.77,0.2836,172
2820,2,0,5,10,0,1,1,2,0.54,0.5152,0.77,0.2239,108
2821,2,0,5,11,0,1,1,1,0.58,0.5455,0.73,0.2985,130
2822,2,0,5,12,0,1,1,1,0.62,0.6061,0.69,0.2239,187
2823,2,0,5,13,0,1,1,2,0.62,0.6061,0.69,0.194,170
2824,2,0,5,14,0,1,1,1,0.64,0.6061,0.69,0.2239,181
2825,2,0,5,15,0,1,1,1,0.66,0.6212,0.61,0.194,155
2826,2,0,5,16,0,1,1,1,0.66,0.6212,0.61,0.2239,269
2827,2,0,5,17,0,1,1,1,0.66,0.6212,0.65,0.194,537
2828,2,0,5,18,0,1,1,2,0.64,0.6061,0.65,0.194,518
2829,2,0,5,19,0,1,1,2,0.62,0.6061,0.69,0.1343,314
2830,2,0,5,20,0,1,1,2,0.62,0.6061,0.69,0.1343,218
2831,2,0,5,21,0,1,1,2,0.6,0.5909,0.73,0.1045,232
2832,2,0,5,22,0,1,1,2,0.6,0.5909,0.73,0.0,125
2833,2,0,5,23,0,1,1,2,0.56,0.5303,0.83,0.194,64
2834,2,0,5,0,0,2,1,2,0.56,0.5303,0.83,0.2239,16
2835,2,0,5,1,0,2,1,2,0.56,0.5303,0.78,0.2537,14
2836,2,0,5,2,0,2,1,2,0.56,0.5303,0.78,0.2537,5
2837,2,0,5,3,0,2,1,1,0.54,0.5152,0.83,0.2836,2
2838,2,0,5,4,0,2,1,1,0.52,0.5,0.88,0.2239,4
2839,2,0,5,5,0,2,1,1,0.52,0.5,0.88,0.1343,14
2840,2,0,5,6,0,2,1,2,0.52,0.5,0.94,0.1642,109
2841,2,0,5,7,0,2,1,2,0.54,0.5152,0.88,0.2239,265
2842,2,0,5,8,0,2,1,2,0.56,0.5303,0.83,0.2836,459
2843,2,0,5,9,0,2,1,2,0.6,0.5758,0.78,0.3582,186
2844,2,0,5,10,0,2,1,2,0.64,0.6061,0.69,0.3582,127
2845,2,0,5,11,0,2,1,2,0.66,0.6212,0.65,0.3284,140
2846,2,0,5,12,0,2,1,2,0.68,0.6364,0.61,0.4925,217
2847,2,0,5,13,0,2,1,2,0.7,0.6515,0.58,0.6119,194
2848,2,0,5,14,0,2,1,2,0.7,0.6515,0.58,0.5224,158
2849,2,0,5,15,0,2,1,2,0.7,0.6515,0.58,0.4478,154
2850,2,0,5,16,0,2,1,1,0.72,0.6667,0.54,0.4627,271
2851,2,0,5,17,0,2,1,1,0.7,0.6515,0.54,0.4627,517
2852,2,0,5,18,0,2,1,1,0.7,0.6515,0.48,0.4179,544
2853,2,0,5,19,0,2,1,1,0.68,0.6364,0.57,0.3582,365
2854,2,0,5,20,0,2,1,1,0.66,0.6212,0.61,0.194,290
2855,2,0,5,21,0,2,1,2,0.64,0.6212,0.61,0.4478,225
2856,2,0,5,22,0,2,1,2,0.58,0.5455,0.6,0.3881,113
2857,2,0,5,23,0,2,1,2,0.56,0.5303,0.68,0.3284,62
2858,2,0,5,0,0,3,1,3,0.52,0.5,0.77,0.1642,27
2859,2,0,5,1,0,3,1,3,0.5,0.4848,0.82,0.2836,7
2860,2,0,5,2,0,3,1,3,0.5,0.4848,0.82,0.2836,4
2861,2,0,5,3,0,3,1,3,0.42,0.4242,0.88,0.5224,1
2862,2,0,5,4,0,3,1,3,0.38,0.3939,0.94,0.3284,3
2863,2,0,5,5,0,3,1,3,0.36,0.3333,0.87,0.3284,9
2864,2,0,5,6,0,3,1,3,0.34,0.303,0.93,0.3881,21
2865,2,0,5,7,0,3,1,3,0.34,0.303,0.93,0.3582,52
2866,2,0,5,8,0,3,1,3,0.34,0.303,0.93,0.3881,79
2867,2,0,5,9,0,3,1,3,0.34,0.303,0.93,0.3582,40
2868,2,0,5,10,0,3,1,2,0.34,0.3182,0.93,0.2836,31
2869,2,0,5,11,0,3,1,1,0.4,0.4091,0.82,0.3284,72
2870,2,0,5,12,0,3,1,2,0.44,0.4394,0.62,0.3582,124
2871,2,0,5,13,0,3,1,2,0.46,0.4545,0.59,0.4478,143
2872,2,0,5,14,0,3,1,1,0.5,0.4848,0.51,0.3881,107
2873,2,0,5,15,0,3,1,1,0.48,0.4697,0.51,0.4179,129
2874,2,0,5,16,0,3,1,1,0.5,0.4848,0.45,0.4627,195
2875,2,0,5,17,0,3,1,1,0.4,0.4091,0.71,0.2537,410
2876,2,0,5,18,0,3,1,1,0.42,0.4242,0.67,0.2537,396
2877,2,0,5,19,0,3,1,1,0.42,0.4242,0.58,0.3582,296
2878,2,0,5,20,0,3,1,1,0.4,0.4091,0.62,0.3284,191
2879,2,0,5,21,0,3,1,1,0.4,0.4091,0.62,0.1642,150
2880,2,0,5,22,0,3,1,1,0.38,0.3939,0.62,0.2239,89
2881,2,0,5,23,0,3,1,1,0.36,0.3485,0.62,0.2239,57
2882,2,0,5,0,0,4,1,1,0.36,0.3485,0.66,0.194,27
2883,2,0,5,1,0,4,1,1,0.34,0.3333,0.71,0.194,10
2884,2,0,5,2,0,4,1,1,0.34,0.3182,0.66,0.2239,5
2885,2,0,5,3,0,4,1,1,0.34,0.3182,0.66,0.2537,4
2886,2,0,5,4,0,4,1,1,0.34,0.3182,0.66,0.2537,7
2887,2,0,5,5,0,4,1,1,0.34,0.3182,0.66,0.2537,30
2888,2,0,5,6,0,4,1,1,0.34,0.3182,0.66,0.2537,89
2889,2,0,5,7,0,4,1,1,0.38,0.3939,0.58,0.2537,271
2890,2,0,5,8,0,4,1,1,0.42,0.4242,0.5,0.2537,440
2891,2,0,5,9,0,4,1,1,0.46,0.4545,0.44,0.2836,184
2892,2,0,5,10,0,4,1,1,0.5,0.4848,0.39,0.2836,128
2893,2,0,5,11,0,4,1,1,0.52,0.5,0.36,0.4478,148
2894,2,0,5,12,0,4,1,1,0.52,0.5,0.34,0.3582,196
2895,2,0,5,13,0,4,1,1,0.54,0.5152,0.3,0.5821,192
2896,2,0,5,14,0,4,1,1,0.54,0.5152,0.28,0.4478,154
2897,2,0,5,15,0,4,1,1,0.56,0.5303,0.26,0.4925,147
2898,2,0,5,16,0,4,1,1,0.58,0.5455,0.24,0.4179,269
2899,2,0,5,17,0,4,1,1,0.56,0.5303,0.26,0.3881,533
2900,2,0,5,18,0,4,1,1,0.56,0.5303,0.26,0.2836,520
2901,2,0,5,19,0,4,1,1,0.54,0.5152,0.28,0.2239,361
2902,2,0,5,20,0,4,1,1,0.5,0.4848,0.34,0.1642,258
2903,2,0,5,21,0,4,1,1,0.5,0.4848,0.36,0.194,180
2904,2,0,5,22,0,4,1,1,0.48,0.4697,0.39,0.194,165
2905,2,0,5,23,0,4,1,1,0.46,0.4545,0.41,0.194,115
2906,2,0,5,0,0,5,1,1,0.44,0.4394,0.44,0.1642,56
2907,2,0,5,1,0,5,1,1,0.4,0.4091,0.62,0.1642,32
2908,2,0,5,2,0,5,1,1,0.38,0.3939,0.62,0.1045,16
2909,2,0,5,3,0,5,1,1,0.36,0.3636,0.71,0.1045,9
2910,2,0,5,4,0,5,1,1,0.36,0.3636,0.71,0.1045,1
2911,2,0,5,5,0,5,1,1,0.34,0.3485,0.81,0.1045,16
2912,2,0,5,6,0,5,1,1,0.36,0.3636,0.81,0.0896,82
2913,2,0,5,7,0,5,1,1,0.4,0.4091,0.82,0.0,222
2914,2,0,5,8,0,5,1,1,0.42,0.4242,0.77,0.2537,450
2915,2,0,5,9,0,5,1,1,0.46,0.4545,0.67,0.2836,188
2916,2,0,5,10,0,5,1,2,0.54,0.5152,0.49,0.3284,127
2917,2,0,5,11,0,5,1,2,0.54,0.5152,0.49,0.3284,165
2918,2,0,5,12,0,5,1,1,0.56,0.5303,0.49,0.3582,246
2919,2,0,5,13,0,5,1,1,0.58,0.5455,0.4,0.3284,253
2920,2,0,5,14,0,5,1,1,0.6,0.6212,0.4,0.4478,213
2921,2,0,5,15,0,5,1,1,0.6,0.6212,0.38,0.3881,260
2922,2,0,5,16,0,5,1,1,0.6,0.6212,0.4,0.2537,344
2923,2,0,5,17,0,5,1,1,0.58,0.5455,0.4,0.3582,553
2924,2,0,5,18,0,5,1,3,0.54,0.5152,0.52,0.3582,470
2925,2,0,5,19,0,5,1,3,0.54,0.5152,0.52,0.3582,292
2926,2,0,5,20,0,5,1,1,0.52,0.5,0.48,0.1045,190
2927,2,0,5,21,0,5,1,1,0.48,0.4697,0.67,0.1343,152
2928,2,0,5,22,0,5,1,1,0.46,0.4545,0.72,0.2239,151
2929,2,0,5,23,0,5,1,1,0.44,0.4394,0.82,0.1343,120
2930,2,0,5,0,0,6,0,1,0.42,0.4242,0.82,0.1343,86
2931,2,0,5,1,0,6,0,1,0.42,0.4242,0.82,0.1045,58
2932,2,0,5,2,0,6,0,1,0.42,0.4242,0.82,0.0896,52
2933,2,0,5,3,0,6,0,1,0.42,0.4242,0.77,0.0896,18
2934,2,0,5,4,0,6,0,1,0.4,0.4091,0.82,0.1045,5
2935,2,0,5,5,0,6,0,1,0.46,0.4545,0.59,0.1343,7
2936,2,0,5,6,0,6,0,1,0.42,0.4242,0.77,0.0896,13
2937,2,0,5,7,0,6,0,1,0.48,0.4697,0.59,0.0,40
2938,2,0,5,8,0,6,0,1,0.52,0.5,0.52,0.194,115
2939,2,0,5,9,0,6,0,1,0.54,0.5152,0.49,0.2836,218
2940,2,0,5,10,0,6,0,1,0.56,0.5303,0.49,0.2985,298
2941,2,0,5,11,0,6,0,1,0.56,0.5303,0.43,0.0,347
2942,2,0,5,12,0,6,0,1,0.6,0.6212,0.4,0.194,373
2943,2,0,5,13,0,6,0,1,0.6,0.6212,0.35,0.2836,436
2944,2,0,5,14,0,6,0,3,0.6,0.6212,0.35,0.1642,378
2945,2,0,5,15,0,6,0,1,0.6,0.6212,0.38,0.2537,378
2946,2,0,5,16,0,6,0,1,0.6,0.6212,0.38,0.194,342
2947,2,0,5,17,0,6,0,1,0.58,0.5455,0.4,0.2239,354
2948,2,0,5,18,0,6,0,1,0.58,0.5455,0.37,0.1642,289
2949,2,0,5,19,0,6,0,1,0.56,0.5303,0.43,0.194,267
2950,2,0,5,20,0,6,0,1,0.56,0.5303,0.43,0.1343,219
2951,2,0,5,21,0,6,0,1,0.54,0.5152,0.49,0.2239,182
2952,2,0,5,22,0,6,0,1,0.54,0.5152,0.49,0.194,120
2953,2,0,5,23,0,6,0,1,0.5,0.4848,0.59,0.1045,119
2954,2,0,5,0,0,0,0,2,0.5,0.4848,0.59,0.1045,100
2955,2,0,5,1,0,0,0,2,0.52,0.5,0.55,0.0,64
2956,2,0,5,2,0,0,0,1,0.48,0.4697,0.63,0.0,59
2957,2,0,5,3,0,0,0,1,0.46,0.4545,0.72,0.0896,31
2958,2,0,5,4,0,0,0,1,0.42,0.4242,0.82,0.0,10
2959,2,0,5,5,0,0,0,2,0.44,0.4394,0.77,0.0,5
2960,2,0,5,6,0,0,0,2,0.44,0.4394,0.82,0.0,6
2961,2,0,5,7,0,0,0,2,0.46,0.4545,0.82,0.0,23
2962,2,0,5,8,0,0,0,1,0.52,0.5,0.63,0.1343,86
2963,2,0,5,9,0,0,0,1,0.56,0.5303,0.52,0.2239,160
2964,2,0,5,10,0,0,0,1,0.58,0.5455,0.49,0.1343,244
2965,2,0,5,11,0,0,0,1,0.58,0.5455,0.49,0.0896,340
2966,2,0,5,12,0,0,0,1,0.6,0.6212,0.46,0.0896,382
2967,2,0,5,13,0,0,0,1,0.6,0.6212,0.49,0.1343,390
2968,2,0,5,14,0,0,0,1,0.6,0.6212,0.49,0.0,366
2969,2,0,5,15,0,0,0,1,0.6,0.6212,0.49,0.0,358
2970,2,0,5,16,0,0,0,1,0.6,0.6212,0.46,0.1045,385
2971,2,0,5,17,0,0,0,3,0.58,0.5455,0.49,0.2836,351
2972,2,0,5,18,0,0,0,1,0.58,0.5455,0.49,0.0,268
2973,2,0,5,19,0,0,0,1,0.56,0.5303,0.64,0.0,239
2974,2,0,5,20,0,0,0,1,0.52,0.5,0.77,0.1343,174
2975,2,0,5,21,0,0,0,1,0.52,0.5,0.77,0.0896,127
2976,2,0,5,22,0,0,0,1,0.5,0.4848,0.88,0.0896,115
2977,2,0,5,23,0,0,0,1,0.46,0.4545,0.88,0.0896,50
2978,2,0,5,0,0,1,1,1,0.46,0.4545,0.82,0.0896,53
2979,2,0,5,1,0,1,1,1,0.44,0.4394,0.88,0.0,33
2980,2,0,5,2,0,1,1,1,0.44,0.4394,0.94,0.0,8
2981,2,0,5,3,0,1,1,1,0.46,0.4545,0.82,0.0896,7
2982,2,0,5,4,0,1,1,1,0.42,0.4242,0.82,0.1642,4
2983,2,0,5,5,0,1,1,1,0.42,0.4242,0.77,0.1642,23
2984,2,0,5,6,0,1,1,1,0.44,0.4394,0.72,0.2537,89
2985,2,0,5,7,0,1,1,1,0.48,0.4697,0.63,0.2537,237
2986,2,0,5,8,0,1,1,1,0.52,0.5,0.55,0.2239,374
2987,2,0,5,9,0,1,1,1,0.54,0.5152,0.56,0.1642,178
2988,2,0,5,10,0,1,1,1,0.56,0.5303,0.52,0.194,119
2989,2,0,5,11,0,1,1,1,0.6,0.6212,0.46,0.2239,125
2990,2,0,5,12,0,1,1,1,0.6,0.6212,0.43,0.194,195
2991,2,0,5,13,0,1,1,1,0.62,0.6212,0.38,0.2836,174
2992,2,0,5,14,0,1,1,1,0.62,0.6212,0.41,0.2239,162
2993,2,0,5,15,0,1,1,1,0.62,0.6212,0.41,0.2239,199
2994,2,0,5,16,0,1,1,1,0.64,0.6212,0.38,0.2239,304
2995,2,0,5,17,0,1,1,1,0.62,0.6212,0.38,0.2537,598
2996,2,0,5,18,0,1,1,1,0.62,0.6212,0.38,0.2985,524
2997,2,0,5,19,0,1,1,1,0.58,0.5455,0.43,0.194,384
2998,2,0,5,20,0,1,1,1,0.54,0.5152,0.49,0.194,239
2999,2,0,5,21,0,1,1,1,0.52,0.5,0.59,0.1343,156
3000,2,0,5,22,0,1,1,1,0.52,0.5,0.68,0.0896,116
3001,2,0,5,23,0,1,1,1,0.5,0.4848,0.68,0.0896,61
3002,2,0,5,0,0,2,1,1,0.48,0.4697,0.63,0.0,18
3003,2,0,5,1,0,2,1,1,0.46,0.4545,0.59,0.0896,15
3004,2,0,5,2,0,2,1,1,0.44,0.4394,0.58,0.1343,5
3005,2,0,5,3,0,2,1,1,0.44,0.4394,0.54,0.194,4
3006,2,0,5,4,0,2,1,1,0.42,0.4242,0.62,0.2537,2
3007,2,0,5,5,0,2,1,1,0.4,0.4091,0.66,0.2239,29
3008,2,0,5,6,0,2,1,1,0.42,0.4242,0.67,0.1343,112
3009,2,0,5,7,0,2,1,2,0.44,0.4394,0.62,0.1343,314
3010,2,0,5,8,0,2,1,2,0.5,0.4848,0.51,0.1045,425
3011,2,0,5,9,0,2,1,2,0.52,0.5,0.48,0.1045,205
3012,2,0,5,10,0,2,1,2,0.56,0.5303,0.37,0.0896,127
3013,2,0,5,11,0,2,1,2,0.56,0.5303,0.43,0.1343,125
3014,2,0,5,12,0,2,1,2,0.6,0.6212,0.38,0.0,217
3015,2,0,5,13,0,2,1,2,0.62,0.6212,0.38,0.2537,202
3016,2,0,5,14,0,2,1,2,0.62,0.6212,0.33,0.0,176
3017,2,0,5,15,0,2,1,2,0.64,0.6212,0.33,0.0896,180
3018,2,0,5,16,0,2,1,1,0.66,0.6212,0.31,0.1045,327
3019,2,0,5,17,0,2,1,1,0.64,0.6212,0.33,0.0,611
3020,2,0,5,18,0,2,1,1,0.64,0.6212,0.29,0.1343,550
3021,2,0,5,19,0,2,1,1,0.6,0.6212,0.43,0.2239,434
3022,2,0,5,20,0,2,1,1,0.54,0.5152,0.6,0.1343,291
3023,2,0,5,21,0,2,1,1,0.54,0.5152,0.52,0.0,203
3024,2,0,5,22,0,2,1,1,0.52,0.5,0.55,0.1045,150
3025,2,0,5,23,0,2,1,2,0.52,0.5,0.59,0.1343,81
3026,2,0,5,0,0,3,1,2,0.52,0.5,0.55,0.1343,38
3027,2,0,5,1,0,3,1,2,0.5,0.4848,0.59,0.1045,20
3028,2,0,5,2,0,3,1,1,0.52,0.5,0.59,0.0,10
3029,2,0,5,3,0,3,1,1,0.5,0.4848,0.63,0.2239,3
3030,2,0,5,4,0,3,1,2,0.48,0.4697,0.88,0.1343,2
3031,2,0,5,5,0,3,1,1,0.46,0.4545,0.88,0.1343,20
3032,2,0,5,6,0,3,1,1,0.46,0.4545,0.82,0.1343,99
3033,2,0,5,7,0,3,1,1,0.48,0.4697,0.72,0.194,318
3034,2,0,5,8,0,3,1,1,0.48,0.4697,0.77,0.2537,442
3035,2,0,5,9,0,3,1,1,0.52,0.5,0.72,0.1343,203
3036,2,0,5,10,0,3,1,1,0.54,0.5152,0.68,0.0896,154
3037,2,0,5,11,0,3,1,1,0.56,0.5303,0.64,0.0896,141
3038,2,0,5,12,0,3,1,1,0.6,0.6212,0.56,0.0,226
3039,2,0,5,13,0,3,1,1,0.62,0.6212,0.5,0.0,193
3040,2,0,5,14,0,3,1,1,0.62,0.6212,0.53,0.0896,177
3041,2,0,5,15,0,3,1,1,0.64,0.6212,0.41,0.0,179
3042,2,0,5,16,0,3,1,1,0.66,0.6212,0.39,0.0,289
3043,2,0,5,17,0,3,1,1,0.64,0.6212,0.47,0.1045,259
3044,2,0,5,18,0,3,1,1,0.62,0.6212,0.5,0.2985,274
3045,2,0,5,19,0,3,1,1,0.56,0.5303,0.52,0.1343,401
3046,2,0,5,20,0,3,1,1,0.54,0.5152,0.64,0.1343,273
3047,2,0,5,21,0,3,1,1,0.54,0.5152,0.6,0.0,234
3048,2,0,5,22,0,3,1,1,0.5,0.4848,0.72,0.2537,146
3049,2,0,5,23,0,3,1,1,0.46,0.4545,0.88,0.2537,81
3050,2,0,5,0,0,4,1,2,0.46,0.4545,0.88,0.2239,44
3051,2,0,5,1,0,4,1,1,0.46,0.4545,0.88,0.2239,17
3052,2,0,5,2,0,4,1,1,0.44,0.4394,0.94,0.194,15
3053,2,0,5,3,0,4,1,1,0.44,0.4394,0.88,0.1343,5
3054,2,0,5,4,0,4,1,1,0.42,0.4242,0.94,0.0,6
3055,2,0,5,5,0,4,1,1,0.42,0.4242,0.94,0.1343,29
3056,2,0,5,6,0,4,1,1,0.44,0.4394,0.88,0.0,112
3057,2,0,5,7,0,4,1,1,0.46,0.4545,0.88,0.1343,297
3058,2,0,5,8,0,4,1,1,0.48,0.4697,0.82,0.194,421
3059,2,0,5,9,0,4,1,2,0.5,0.4848,0.77,0.2836,212
3060,2,0,5,10,0,4,1,2,0.54,0.5152,0.68,0.2239,147
3061,2,0,5,11,0,4,1,1,0.58,0.5455,0.6,0.2239,179
3062,2,0,5,12,0,4,1,1,0.58,0.5455,0.6,0.2239,207
3063,2,0,5,13,0,4,1,2,0.62,0.6212,0.57,0.2985,218
3064,2,0,5,14,0,4,1,2,0.62,0.6061,0.61,0.2239,191
3065,2,0,5,15,0,4,1,2,0.64,0.6212,0.53,0.2537,217
3066,2,0,5,16,0,4,1,2,0.64,0.6212,0.57,0.2537,288
3067,2,0,5,17,0,4,1,2,0.64,0.6212,0.57,0.194,594
3068,2,0,5,18,0,4,1,1,0.62,0.6061,0.69,0.2239,527
3069,2,0,5,19,0,4,1,2,0.6,0.6061,0.64,0.194,364
3070,2,0,5,20,0,4,1,1,0.6,0.6061,0.64,0.194,276
3071,2,0,5,21,0,4,1,1,0.56,0.5303,0.83,0.1343,223
3072,2,0,5,22,0,4,1,1,0.54,0.5152,0.83,0.194,172
3073,2,0,5,23,0,4,1,2,0.54,0.5152,0.77,0.194,103
3074,2,0,5,0,0,5,1,2,0.52,0.5,0.83,0.1642,52
3075,2,0,5,1,0,5,1,1,0.52,0.5,0.83,0.1642,20
3076,2,0,5,2,0,5,1,2,0.5,0.4848,0.88,0.1343,11
3077,2,0,5,3,0,5,1,2,0.5,0.4848,0.88,0.1343,4
3078,2,0,5,4,0,5,1,3,0.5,0.4848,0.88,0.1642,5
3079,2,0,5,5,0,5,1,2,0.5,0.4848,0.88,0.194,25
3080,2,0,5,6,0,5,1,3,0.5,0.4848,0.88,0.1343,82
3081,2,0,5,7,0,5,1,3,0.5,0.4848,0.88,0.1642,157
3082,2,0,5,8,0,5,1,2,0.5,0.4848,0.88,0.194,387
3083,2,0,5,9,0,5,1,2,0.5,0.4848,0.88,0.194,233
3084,2,0,5,10,0,5,1,2,0.52,0.5,0.83,0.1343,130
3085,2,0,5,11,0,5,1,2,0.52,0.5,0.83,0.1642,146
3086,2,0,5,12,0,5,1,2,0.52,0.5,0.88,0.194,223
3087,2,0,5,13,0,5,1,2,0.52,0.5,0.88,0.3881,226
3088,2,0,5,14,0,5,1,2,0.52,0.5,0.87,0.2836,190
3089,2,0,5,15,0,5,1,2,0.52,0.5,0.88,0.1642,198
3090,2,0,5,16,0,5,1,2,0.52,0.5,0.88,0.1343,300
3091,2,0,5,17,0,5,1,3,0.52,0.5,0.88,0.1642,491
3092,2,0,5,18,0,5,1,3,0.52,0.5,0.88,0.1642,398
3093,2,0,5,19,0,5,1,2,0.52,0.5,0.83,0.194,270
3094,2,0,5,20,0,5,1,2,0.52,0.5,0.83,0.1343,152
3095,2,0,5,21,0,5,1,2,0.52,0.5,0.84,0.1642,154
3096,2,0,5,22,0,5,1,2,0.52,0.5,0.83,0.2239,132
3097,2,0,5,23,0,5,1,3,0.5,0.4848,0.88,0.1642,119
3098,2,0,5,0,0,6,0,2,0.5,0.4848,0.88,0.1343,102
3099,2,0,5,1,0,6,0,2,0.5,0.4848,0.88,0.1343,82
3100,2,0,5,2,0,6,0,2,0.5,0.4848,0.88,0.1343,52
3101,2,0,5,3,0,6,0,2,0.5,0.4848,0.88,0.1343,35
3102,2,0,5,4,0,6,0,2,0.5,0.4848,0.82,0.1642,5
3103,2,0,5,5,0,6,0,2,0.5,0.4848,0.82,0.1045,14
3104,2,0,5,6,0,6,0,2,0.5,0.4848,0.88,0.1045,11
3105,2,0,5,7,0,6,0,3,0.48,0.4697,1.0,0.0,32
3106,2,0,5,8,0,6,0,3,0.5,0.4848,0.94,0.0,88
3107,2,0,5,9,0,6,0,2,0.52,0.5,0.94,0.0896,100
3108,2,0,5,10,0,6,0,2,0.52,0.5,0.94,0.1642,167
3109,2,0,5,11,0,6,0,2,0.52,0.5,0.94,0.1343,279
3110,2,0,5,12,0,6,0,3,0.52,0.5,1.0,0.0896,279
3111,2,0,5,13,0,6,0,3,0.52,0.5,1.0,0.0896,248
3112,2,0,5,14,0,6,0,2,0.54,0.5152,0.94,0.1343,216
3113,2,0,5,15,0,6,0,2,0.54,0.5152,0.94,0.1642,294
3114,2,0,5,16,0,6,0,2,0.54,0.5152,0.94,0.194,295
3115,2,0,5,17,0,6,0,2,0.56,0.5303,0.88,0.194,272
3116,2,0,5,18,0,6,0,2,0.56,0.5303,0.88,0.2239,304
3117,2,0,5,19,0,6,0,3,0.54,0.5152,0.94,0.1343,248
3118,2,0,5,20,0,6,0,3,0.54,0.5152,0.94,0.1343,157
3119,2,0,5,21,0,6,0,3,0.54,0.5152,0.94,0.2239,59
3120,2,0,5,22,0,6,0,3,0.54,0.5152,0.94,0.1642,26
3121,2,0,5,23,0,6,0,3,0.52,0.5,1.0,0.194,44
3122,2,0,5,0,0,0,0,2,0.52,0.5,1.0,0.0,39
3123,2,0,5,1,0,0,0,2,0.52,0.5,1.0,0.1045,47
3124,2,0,5,2,0,0,0,2,0.52,0.5,1.0,0.1343,50
3125,2,0,5,3,0,0,0,2,0.52,0.5,1.0,0.0,32
3126,2,0,5,4,0,0,0,2,0.52,0.5,1.0,0.0,13
3127,2,0,5,5,0,0,0,3,0.52,0.5,1.0,0.1045,14
3128,2,0,5,6,0,0,0,2,0.52,0.5,1.0,0.1343,17
3129,2,0,5,7,0,0,0,2,0.52,0.5,1.0,0.1343,42
3130,2,0,5,8,0,0,0,2,0.54,0.5152,0.94,0.1343,70
3131,2,0,5,9,0,0,0,1,0.58,0.5455,0.83,0.2537,134
3132,2,0,5,10,0,0,0,1,0.58,0.5455,0.83,0.2239,226
3133,2,0,5,11,0,0,0,1,0.6,0.5758,0.78,0.2239,322
3134,2,0,5,12,0,0,0,1,0.62,0.5909,0.73,0.2985,367
3135,2,0,5,13,0,0,0,1,0.62,0.5909,0.73,0.2836,456
3136,2,0,5,14,0,0,0,1,0.64,0.6061,0.73,0.194,437
3137,2,0,5,15,0,0,0,1,0.66,0.6212,0.69,0.2537,459
3138,2,0,5,16,0,0,0,1,0.64,0.6061,0.69,0.2537,440
3139,2,0,5,17,0,0,0,3,0.56,0.5303,0.78,0.3582,392
3140,2,0,5,18,0,0,0,1,0.56,0.5303,0.78,0.2537,237
3141,2,0,5,19,0,0,0,1,0.56,0.5303,0.83,0.1045,231
