instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,sin_hour,cos_hour,sin_month,cos_month
2201,2011-04-06,2,0,4,13,0,3,1,1,0.46,0.4545,0.38,0.4925,112,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998
2200,2011-04-06,2,0,4,12,0,3,1,1,0.44,0.4394,0.41,0.2537,134,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
2203,2011-04-06,2,0,4,15,0,3,1,1,0.52,0.5,0.32,0.3284,117,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2198,2011-04-06,2,0,4,10,0,3,1,1,0.4,0.4091,0.37,0.3881,69,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
2199,2011-04-06,2,0,4,11,0,3,1,1,0.42,0.4242,0.38,0.3881,93,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998
2189,2011-04-06,2,0,4,1,0,3,1,1,0.26,0.2727,0.6,0.1343,2,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998
2190,2011-04-06,2,0,4,2,0,3,1,1,0.24,0.2424,0.7,0.1343,5,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2191,2011-04-06,2,0,4,3,0,3,1,1,0.26,0.2727,0.6,0.1343,4,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998
2192,2011-04-06,2,0,4,4,0,3,1,1,0.24,0.2424,0.65,0.1343,1,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2188,2011-04-06,2,0,4,0,0,3,1,1,0.3,0.3182,0.49,0.1045,15,0.0,1.0,0.8660254037844387,-0.4999999999999998
2194,2011-04-06,2,0,4,6,0,3,1,1,0.24,0.2576,0.7,0.1045,56,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2195,2011-04-06,2,0,4,7,0,3,1,1,0.26,0.2727,0.65,0.1045,133,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2196,2011-04-06,2,0,4,8,0,3,1,1,0.32,0.303,0.61,0.2239,325,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2197,2011-04-06,2,0,4,9,0,3,1,1,0.36,0.3333,0.46,0.2537,165,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2193,2011-04-06,2,0,4,5,0,3,1,1,0.24,0.2576,0.7,0.1045,13,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998
2226,2011-04-07,2,0,4,14,0,4,1,1,0.56,0.5303,0.43,0.0896,157,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2227,2011-04-07,2,0,4,15,0,4,1,1,0.6,0.6212,0.38,0.1045,160,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2228,2011-04-07,2,0,4,16,0,4,1,1,0.6,0.6212,0.35,0.0,213,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
2229,2011-04-07,2,0,4,17,0,4,1,1,0.52,0.5,0.52,0.2836,343,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2230,2011-04-07,2,0,4,18,0,4,1,1,0.48,0.4697,0.55,0.2537,333,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998
2232,2011-04-07,2,0,4,20,0,4,1,1,0.44,0.4394,0.62,0.1642,203,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2233,2011-04-07,2,0,4,21,0,4,1,2,0.44,0.4394,0.67,0.2836,108,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998
2234,2011-04-07,2,0,4,22,0,4,1,2,0.4,0.4091,0.76,0.194,81,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
2235,2011-04-07,2,0,4,23,0,4,1,1,0.38,0.3939,0.76,0.2537,54,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998
2225,2011-04-07,2,0,4,13,0,4,1,2,0.52,0.5,0.48,0.0896,135,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998
2231,2011-04-07,2,0,4,19,0,4,1,1,0.46,0.4545,0.59,0.2985,226,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2224,2011-04-07,2,0,4,12,0,4,1,2,0.46,0.4545,0.55,0.0,153,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
2214,2011-04-07,2,0,4,2,0,4,1,1,0.42,0.4242,0.54,0.0,7,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2222,2011-04-07,2,0,4,10,0,4,1,2,0.42,0.4242,0.67,0.1045,95,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
2223,2011-04-07,2,0,4,11,0,4,1,2,0.46,0.4545,0.55,0.0,122,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998
2213,2011-04-07,2,0,4,1,0,4,1,1,0.42,0.4242,0.47,0.1343,13,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998
2215,2011-04-07,2,0,4,3,0,4,1,1,0.36,0.3485,0.66,0.194,3,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998
2216,2011-04-07,2,0,4,4,0,4,1,1,0.34,0.3333,0.76,0.194,1,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2212,2011-04-07,2,0,4,0,0,4,1,1,0.46,0.4545,0.41,0.2836,20,0.0,1.0,0.8660254037844387,-0.4999999999999998
2218,2011-04-07,2,0,4,6,0,4,1,1,0.32,0.303,0.81,0.2537,64,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2219,2011-04-07,2,0,4,7,0,4,1,2,0.34,0.3333,0.76,0.1642,160,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2220,2011-04-07,2,0,4,8,0,4,1,1,0.36,0.3485,0.76,0.194,314,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2221,2011-04-07,2,0,4,9,0,4,1,2,0.4,0.4091,0.66,0.1343,170,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2217,2011-04-07,2,0,4,5,0,4,1,1,0.34,0.3182,0.76,0.2239,6,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998
2249,2011-04-08,2,0,4,13,0,5,1,3,0.36,0.3333,0.76,0.2836,42,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998
2259,2011-04-08,2,0,4,23,0,5,1,2,0.3,0.2879,0.93,0.2239,35,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998
2258,2011-04-08,2,0,4,22,0,5,1,2,0.3,0.2727,0.93,0.2985,51,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
2257,2011-04-08,2,0,4,21,0,5,1,2,0.3,0.2879,0.93,0.2537,54,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998
2256,2011-04-08,2,0,4,20,0,5,1,2,0.3,0.2727,0.93,0.3284,63,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2255,2011-04-08,2,0,4,19,0,5,1,3,0.3,0.2727,0.93,0.4179,53,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2254,2011-04-08,2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2537,62,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998
2253,2011-04-08,2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2537,148,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2252,2011-04-08,2,0,4,16,0,5,1,2,0.32,0.303,0.93,0.2537,60,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
2251,2011-04-08,2,0,4,15,0,5,1,3,0.34,0.3182,0.87,0.2239,25,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2248,2011-04-08,2,0,4,12,0,5,1,3,0.38,0.3939,0.66,0.2239,80,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
2250,2011-04-08,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2239,15,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2246,2011-04-08,2,0,4,10,0,5,1,2,0.36,0.3333,0.71,0.2836,73,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
2237,2011-04-08,2,0,4,1,0,5,1,2,0.34,0.3333,0.76,0.1343,9,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998
2238,2011-04-08,2,0,4,2,0,5,1,3,0.34,0.3333,0.76,0.1642,13,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2239,2011-04-08,2,0,4,3,0,5,1,3,0.34,0.3333,0.76,0.1642,1,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998
2240,2011-04-08,2,0,4,4,0,5,1,2,0.34,0.3333,0.86,0.1343,1,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2241,2011-04-08,2,0,4,5,0,5,1,2,0.32,0.3182,0.87,0.194,9,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998
2236,2011-04-08,2,0,4,0,0,5,1,2,0.36,0.3485,0.76,0.2239,25,0.0,1.0,0.8660254037844387,-0.4999999999999998
2243,2011-04-08,2,0,4,7,0,5,1,3,0.34,0.3333,0.87,0.1642,113,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2244,2011-04-08,2,0,4,8,0,5,1,3,0.34,0.3333,0.87,0.1642,221,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2247,2011-04-08,2,0,4,11,0,5,1,2,0.4,0.4091,0.62,0.3881,98,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998
2245,2011-04-08,2,0,4,9,0,5,1,2,0.36,0.3485,0.76,0.194,185,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2242,2011-04-08,2,0,4,6,0,5,1,2,0.34,0.3636,0.87,0.0,35,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2273,2011-04-09,2,0,4,13,0,6,0,2,0.36,0.3788,0.81,0.0,222,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998
2282,2011-04-09,2,0,4,22,0,6,0,2,0.36,0.3485,0.93,0.1343,87,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
2281,2011-04-09,2,0,4,21,0,6,0,2,0.36,0.3485,0.93,0.1343,75,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998
2280,2011-04-09,2,0,4,20,0,6,0,2,0.38,0.3939,0.87,0.1642,93,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2279,2011-04-09,2,0,4,19,0,6,0,2,0.38,0.3939,0.82,0.1343,130,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2278,2011-04-09,2,0,4,18,0,6,0,2,0.38,0.3939,0.82,0.1045,177,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998
2277,2011-04-09,2,0,4,17,0,6,0,2,0.38,0.3939,0.82,0.0896,257,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2276,2011-04-09,2,0,4,16,0,6,0,2,0.38,0.3939,0.82,0.0,191,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
2275,2011-04-09,2,0,4,15,0,6,0,2,0.36,0.3788,0.87,0.0,201,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2274,2011-04-09,2,0,4,14,0,6,0,2,0.36,0.3485,0.81,0.1343,212,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2272,2011-04-09,2,0,4,12,0,6,0,2,0.36,0.3485,0.81,0.1343,202,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
2283,2011-04-09,2,0,4,23,0,6,0,2,0.38,0.3939,0.87,0.0896,57,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998
2270,2011-04-09,2,0,4,10,0,6,0,2,0.34,0.3333,0.87,0.1343,133,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
2260,2011-04-09,2,0,4,0,0,6,0,2,0.3,0.2879,0.87,0.2239,31,0.0,1.0,0.8660254037844387,-0.4999999999999998
2261,2011-04-09,2,0,4,1,0,6,0,2,0.3,0.303,0.87,0.1343,20,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998
2262,2011-04-09,2,0,4,2,0,6,0,2,0.32,0.303,0.87,0.2239,17,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2263,2011-04-09,2,0,4,3,0,6,0,3,0.3,0.2879,1.0,0.2537,14,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998
2264,2011-04-09,2,0,4,4,0,6,0,3,0.3,0.2727,1.0,0.2537,3,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2271,2011-04-09,2,0,4,11,0,6,0,2,0.36,0.3636,0.81,0.0,142,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998
2266,2011-04-09,2,0,4,6,0,6,0,2,0.3,0.2879,0.93,0.194,13,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2267,2011-04-09,2,0,4,7,0,6,0,2,0.3,0.303,0.93,0.1642,21,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2268,2011-04-09,2,0,4,8,0,6,0,2,0.32,0.303,0.93,0.1642,54,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2269,2011-04-09,2,0,4,9,0,6,0,2,0.34,0.3485,0.87,0.1045,98,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2265,2011-04-09,2,0,4,5,0,6,0,2,0.3,0.2879,0.93,0.2239,5,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998
2297,2011-04-10,2,0,4,13,0,0,0,1,0.46,0.4545,0.82,0.1045,263,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998
2298,2011-04-10,2,0,4,14,0,0,0,1,0.5,0.4848,0.72,0.194,281,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2299,2011-04-10,2,0,4,15,0,0,0,1,0.5,0.4848,0.77,0.2239,297,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2300,2011-04-10,2,0,4,16,0,0,0,2,0.52,0.5,0.72,0.1642,288,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
2301,2011-04-10,2,0,4,17,0,0,0,2,0.52,0.5,0.72,0.194,236,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2303,2011-04-10,2,0,4,19,0,0,0,1,0.5,0.4848,0.77,0.194,131,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2304,2011-04-10,2,0,4,20,0,0,0,1,0.46,0.4545,0.82,0.1343,92,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2305,2011-04-10,2,0,4,21,0,0,0,1,0.44,0.4394,0.88,0.194,95,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998
2306,2011-04-10,2,0,4,22,0,0,0,1,0.44,0.4394,0.94,0.2537,57,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
2296,2011-04-10,2,0,4,12,0,0,0,2,0.42,0.4242,0.88,0.1343,230,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
2302,2011-04-10,2,0,4,18,0,0,0,1,0.5,0.4848,0.77,0.194,240,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998
2307,2011-04-10,2,0,4,23,0,0,0,1,0.46,0.4545,0.88,0.3582,32,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998
2295,2011-04-10,2,0,4,11,0,0,0,2,0.4,0.4091,0.87,0.1343,202,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998
2293,2011-04-10,2,0,4,9,0,0,0,2,0.38,0.3939,0.94,0.1343,81,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2292,2011-04-10,2,0,4,8,0,0,0,2,0.38,0.3939,0.94,0.0896,55,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2291,2011-04-10,2,0,4,7,0,0,0,2,0.36,0.3636,1.0,0.0896,10,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2290,2011-04-10,2,0,4,6,0,0,0,2,0.36,0.3636,0.93,0.0896,4,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2289,2011-04-10,2,0,4,5,0,0,0,2,0.36,0.3636,0.93,0.0896,4,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998
2288,2011-04-10,2,0,4,4,0,0,0,2,0.36,0.3636,0.93,0.1045,5,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2287,2011-04-10,2,0,4,3,0,0,0,2,0.38,0.3939,0.87,0.1343,16,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998
2286,2011-04-10,2,0,4,2,0,0,0,2,0.38,0.3939,0.87,0.0896,36,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2285,2011-04-10,2,0,4,1,0,0,0,2,0.38,0.3939,0.87,0.1343,37,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998
2284,2011-04-10,2,0,4,0,0,0,0,2,0.38,0.3939,0.87,0.0896,53,0.0,1.0,0.8660254037844387,-0.4999999999999998
2294,2011-04-10,2,0,4,10,0,0,0,2,0.4,0.4091,0.87,0.0,150,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
2321,2011-04-11,2,0,4,14,0,1,1,2,0.72,0.6667,0.54,0.3582,145,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2323,2011-04-11,2,0,4,16,0,1,1,1,0.74,0.6667,0.48,0.5224,235,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
2324,2011-04-11,2,0,4,17,0,1,1,1,0.74,0.6667,0.48,0.5224,452,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2325,2011-04-11,2,0,4,18,0,1,1,1,0.72,0.6667,0.51,0.3881,383,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998
2320,2011-04-11,2,0,4,13,0,1,1,2,0.64,0.6061,0.69,0.4179,139,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998
2327,2011-04-11,2,0,4,20,0,1,1,1,0.68,0.6364,0.57,0.5224,166,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2328,2011-04-11,2,0,4,21,0,1,1,1,0.66,0.6212,0.61,0.2537,158,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998
2329,2011-04-11,2,0,4,22,0,1,1,2,0.64,0.6212,0.5,0.2836,91,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
2330,2011-04-11,2,0,4,23,0,1,1,3,0.58,0.5455,0.6,0.0,54,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998
2326,2011-04-11,2,0,4,19,0,1,1,1,0.72,0.6667,0.51,0.4478,284,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2319,2011-04-11,2,0,4,12,0,1,1,2,0.6,0.5909,0.73,0.3284,134,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
2322,2011-04-11,2,0,4,15,0,1,1,1,0.74,0.6667,0.48,0.5224,141,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2317,2011-04-11,2,0,4,10,0,1,1,2,0.56,0.5303,0.83,0.2985,96,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
2308,2011-04-11,2,0,4,0,0,1,1,1,0.48,0.4697,0.88,0.3284,23,0.0,1.0,0.8660254037844387,-0.4999999999999998
2309,2011-04-11,2,0,4,1,0,1,1,1,0.46,0.4545,0.94,0.2836,4,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998
2310,2011-04-11,2,0,4,2,0,1,1,1,0.46,0.4545,0.94,0.2836,9,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2311,2011-04-11,2,0,4,4,0,1,1,1,0.46,0.4545,0.94,0.194,1,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2312,2011-04-11,2,0,4,5,0,1,1,1,0.46,0.4545,0.94,0.194,13,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998
2318,2011-04-11,2,0,4,11,0,1,1,2,0.6,0.5909,0.73,0.2985,104,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998
2314,2011-04-11,2,0,4,7,0,1,1,2,0.5,0.4848,0.88,0.2239,176,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2315,2011-04-11,2,0,4,8,0,1,1,2,0.52,0.5,0.88,0.2836,314,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2313,2011-04-11,2,0,4,6,0,1,1,2,0.46,0.4545,1.0,0.2239,61,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2316,2011-04-11,2,0,4,9,0,1,1,2,0.56,0.5303,0.83,0.2836,165,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2353,2011-04-12,2,0,4,22,0,2,1,2,0.4,0.4091,0.94,0.2985,54,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
2352,2011-04-12,2,0,4,21,0,2,1,2,0.42,0.4242,0.82,0.194,84,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998
2351,2011-04-12,2,0,4,20,0,2,1,2,0.42,0.4242,0.82,0.2836,103,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2350,2011-04-12,2,0,4,19,0,2,1,2,0.42,0.4242,0.82,0.2836,130,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2349,2011-04-12,2,0,4,18,0,2,1,3,0.44,0.4394,0.77,0.2239,224,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998
2348,2011-04-12,2,0,4,17,0,2,1,3,0.44,0.4394,0.77,0.2239,291,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2347,2011-04-12,2,0,4,16,0,2,1,2,0.48,0.4697,0.77,0.3881,99,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
2346,2011-04-12,2,0,4,15,0,2,1,2,0.48,0.4697,0.77,0.5224,78,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2345,2011-04-12,2,0,4,14,0,2,1,2,0.5,0.4848,0.82,0.2836,44,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2344,2011-04-12,2,0,4,13,0,2,1,3,0.54,0.5152,0.68,0.2836,106,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998
2343,2011-04-12,2,0,4,12,0,2,1,2,0.56,0.5303,0.64,0.4627,92,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
2354,2011-04-12,2,0,4,23,0,2,1,2,0.4,0.4091,0.94,0.2537,39,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998
2341,2011-04-12,2,0,4,10,0,2,1,3,0.5,0.4848,0.82,0.4179,40,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
2331,2011-04-12,2,0,4,0,0,2,1,2,0.62,0.6212,0.5,0.1045,24,0.0,1.0,0.8660254037844387,-0.4999999999999998
2332,2011-04-12,2,0,4,1,0,2,1,2,0.62,0.6212,0.5,0.0896,13,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998
2333,2011-04-12,2,0,4,2,0,2,1,2,0.6,0.6212,0.53,0.1343,14,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2334,2011-04-12,2,0,4,3,0,2,1,2,0.58,0.5455,0.56,0.1343,1,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998
2335,2011-04-12,2,0,4,4,0,2,1,2,0.56,0.5303,0.64,0.1343,6,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2342,2011-04-12,2,0,4,11,0,2,1,1,0.52,0.5,0.77,0.3582,49,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998
2337,2011-04-12,2,0,4,6,0,2,1,2,0.54,0.5152,0.68,0.2836,58,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2338,2011-04-12,2,0,4,7,0,2,1,2,0.54,0.5152,0.68,0.2239,189,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2339,2011-04-12,2,0,4,8,0,2,1,3,0.48,0.4697,0.88,0.3881,226,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2340,2011-04-12,2,0,4,9,0,2,1,3,0.46,0.4545,0.94,0.4925,54,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2336,2011-04-12,2,0,4,5,0,2,1,2,0.54,0.5152,0.68,0.1343,16,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998
2368,2011-04-13,2,0,4,13,0,3,1,2,0.44,0.4394,0.77,0.194,61,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998
2369,2011-04-13,2,0,4,14,0,3,1,2,0.42,0.4242,0.77,0.2537,106,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2370,2011-04-13,2,0,4,15,0,3,1,2,0.44,0.4394,0.72,0.2836,81,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2371,2011-04-13,2,0,4,16,0,3,1,1,0.46,0.4545,0.67,0.2836,142,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
2372,2011-04-13,2,0,4,17,0,3,1,1,0.46,0.4545,0.67,0.2985,309,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2374,2011-04-13,2,0,4,19,0,3,1,1,0.44,0.4394,0.62,0.2537,175,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2375,2011-04-13,2,0,4,20,0,3,1,1,0.44,0.4394,0.62,0.2537,126,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2376,2011-04-13,2,0,4,21,0,3,1,1,0.42,0.4242,0.67,0.1642,117,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998
2377,2011-04-13,2,0,4,22,0,3,1,1,0.42,0.4242,0.67,0.194,99,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
