instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,timestamp,sin_hour,cos_hour,sin_month,cos_month
585,2011-01-26,1,0,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,43,2011-01-26 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,1.0
586,2011-01-26,1,0,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,36,2011-01-26 16:00:00,-0.8660254037844384,-0.5000000000000004,0.0,1.0
587,2011-01-26,1,0,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,26,2011-01-26 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,1.0
588,2011-01-27,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,24,2011-01-27 16:00:00,-0.8660254037844384,-0.5000000000000004,0.0,1.0
589,2011-01-27,1,0,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,84,2011-01-27 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,1.0
590,2011-01-27,1,0,1,18,0,4,1,1,0.2,0.2273,0.69,0.0896,104,2011-01-27 18:00:00,-1.0,-1.8369701987210297e-16,0.0,1.0
591,2011-01-27,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,79,2011-01-27 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,1.0
592,2011-01-27,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,59,2011-01-27 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,1.0
593,2011-01-27,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,38,2011-01-27 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,1.0
594,2011-01-27,1,0,1,22,0,4,1,1,0.18,0.2121,0.74,0.0896,27,2011-01-27 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,1.0
595,2011-01-27,1,0,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,16,2011-01-27 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,1.0
596,2011-01-28,1,0,1,0,0,5,1,2,0.2,0.2121,0.75,0.1343,9,2011-01-28 00:00:00,0.0,1.0,0.0,1.0
597,2011-01-28,1,0,1,1,0,5,1,2,0.2,0.2121,0.75,0.1343,3,2011-01-28 01:00:00,0.25881904510252074,0.9659258262890683,0.0,1.0
598,2011-01-28,1,0,1,2,0,5,1,2,0.2,0.2121,0.75,0.1642,2,2011-01-28 02:00:00,0.49999999999999994,0.8660254037844387,0.0,1.0
599,2011-01-28,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,1,2011-01-28 03:00:00,0.7071067811865475,0.7071067811865476,0.0,1.0
600,2011-01-28,1,0,1,5,0,5,1,2,0.18,0.2121,0.8,0.1045,4,2011-01-28 05:00:00,0.9659258262890683,0.25881904510252074,0.0,1.0
601,2011-01-28,1,0,1,6,0,5,1,2,0.18,0.197,0.8,0.1343,16,2011-01-28 06:00:00,1.0,6.123233995736766e-17,0.0,1.0
602,2011-01-28,1,0,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,60,2011-01-28 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,1.0
603,2011-01-28,1,0,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,157,2011-01-28 08:00:00,0.8660254037844387,-0.49999999999999983,0.0,1.0
604,2011-01-28,1,0,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,101,2011-01-28 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,1.0
605,2011-01-28,1,0,1,10,0,5,1,3,0.18,0.2121,0.86,0.1045,49,2011-01-28 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,1.0
606,2011-01-28,1,0,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,30,2011-01-28 11:00:00,0.258819045102521,-0.9659258262890682,0.0,1.0
607,2011-01-28,1,0,1,12,0,5,1,3,0.18,0.2121,0.93,0.1045,29,2011-01-28 12:00:00,1.2246467991473532e-16,-1.0,0.0,1.0
608,2011-01-28,1,0,1,13,0,5,1,3,0.18,0.2121,0.93,0.1045,31,2011-01-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,1.0
609,2011-01-28,1,0,1,14,0,5,1,3,0.22,0.2727,0.8,0.0,38,2011-01-28 14:00:00,-0.4999999999999998,-0.8660254037844388,0.0,1.0
610,2011-01-28,1,0,1,15,0,5,1,2,0.2,0.2576,0.86,0.0,41,2011-01-28 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,1.0
611,2011-01-28,1,0,1,16,0,5,1,1,0.22,0.2727,0.8,0.0,80,2011-01-28 16:00:00,-0.8660254037844384,-0.5000000000000004,0.0,1.0
612,2011-01-28,1,0,1,17,0,5,1,1,0.24,0.2424,0.75,0.1343,149,2011-01-28 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,1.0
613,2011-01-28,1,0,1,18,0,5,1,1,0.24,0.2273,0.75,0.194,109,2011-01-28 18:00:00,-1.0,-1.8369701987210297e-16,0.0,1.0
614,2011-01-28,1,0,1,19,0,5,1,2,0.24,0.2424,0.75,0.1343,89,2011-01-28 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,1.0
615,2011-01-28,1,0,1,20,0,5,1,2,0.24,0.2273,0.7,0.194,62,2011-01-28 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,1.0
616,2011-01-28,1,0,1,21,0,5,1,2,0.22,0.2273,0.75,0.1343,58,2011-01-28 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,1.0
617,2011-01-28,1,0,1,22,0,5,1,1,0.24,0.2121,0.65,0.3582,26,2011-01-28 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,1.0
618,2011-01-28,1,0,1,23,0,5,1,1,0.24,0.2273,0.6,0.2239,23,2011-01-28 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,1.0
619,2011-01-29,1,0,1,0,0,6,0,1,0.22,0.197,0.64,0.3582,28,2011-01-29 00:00:00,0.0,1.0,0.0,1.0
620,2011-01-29,1,0,1,1,0,6,0,1,0.22,0.2273,0.64,0.194,20,2011-01-29 01:00:00,0.25881904510252074,0.9659258262890683,0.0,1.0
621,2011-01-29,1,0,1,2,0,6,0,1,0.22,0.2273,0.64,0.1642,15,2011-01-29 02:00:00,0.49999999999999994,0.8660254037844387,0.0,1.0
622,2011-01-29,1,0,1,3,0,6,0,1,0.2,0.2121,0.64,0.1343,8,2011-01-29 03:00:00,0.7071067811865475,0.7071067811865476,0.0,1.0
623,2011-01-29,1,0,1,4,0,6,0,1,0.16,0.1818,0.69,0.1045,3,2011-01-29 04:00:00,0.8660254037844386,0.5000000000000001,0.0,1.0
624,2011-01-29,1,0,1,6,0,6,0,1,0.16,0.1818,0.64,0.1343,2,2011-01-29 06:00:00,1.0,6.123233995736766e-17,0.0,1.0
625,2011-01-29,1,0,1,7,0,6,0,1,0.16,0.1818,0.59,0.1045,5,2011-01-29 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,1.0
626,2011-01-29,1,0,1,8,0,6,0,1,0.18,0.197,0.55,0.1642,34,2011-01-29 08:00:00,0.8660254037844387,-0.49999999999999983,0.0,1.0
627,2011-01-29,1,0,1,9,0,6,0,1,0.18,0.2121,0.59,0.0896,34,2011-01-29 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,1.0
628,2011-01-29,1,0,1,10,0,6,0,2,0.18,0.2121,0.64,0.1045,55,2011-01-29 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,1.0
629,2011-01-29,1,0,1,11,0,6,0,2,0.18,0.197,0.64,0.1343,64,2011-01-29 11:00:00,0.258819045102521,-0.9659258262890682,0.0,1.0
630,2011-01-29,1,0,1,12,0,6,0,2,0.2,0.197,0.59,0.194,78,2011-01-29 12:00:00,1.2246467991473532e-16,-1.0,0.0,1.0
631,2011-01-29,1,0,1,13,0,6,0,2,0.22,0.2273,0.55,0.1642,65,2011-01-29 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,1.0
632,2011-01-29,1,0,1,14,0,6,0,2,0.22,0.2273,0.6,0.1343,99,2011-01-29 14:00:00,-0.4999999999999998,-0.8660254037844388,0.0,1.0
633,2011-01-29,1,0,1,15,0,6,0,1,0.22,0.2121,0.69,0.2537,120,2011-01-29 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,1.0
634,2011-01-29,1,0,1,16,0,6,0,1,0.24,0.2424,0.6,0.1642,107,2011-01-29 16:00:00,-0.8660254037844384,-0.5000000000000004,0.0,1.0
635,2011-01-29,1,0,1,17,0,6,0,1,0.24,0.2879,0.6,0.0,91,2011-01-29 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,1.0
636,2011-01-29,1,0,1,18,0,6,0,1,0.22,0.2273,0.69,0.1343,68,2011-01-29 18:00:00,-1.0,-1.8369701987210297e-16,0.0,1.0
637,2011-01-29,1,0,1,19,0,6,0,2,0.22,0.2121,0.69,0.2537,58,2011-01-29 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,1.0
638,2011-01-29,1,0,1,20,0,6,0,1,0.18,0.2121,0.74,0.0896,43,2011-01-29 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,1.0
639,2011-01-29,1,0,1,21,0,6,0,1,0.18,0.2121,0.74,0.0896,36,2011-01-29 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,1.0
640,2011-01-29,1,0,1,22,0,6,0,1,0.16,0.197,0.8,0.0896,32,2011-01-29 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,1.0
641,2011-01-29,1,0,1,23,0,6,0,1,0.16,0.197,0.8,0.0896,33,2011-01-29 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,1.0
642,2011-01-30,1,0,1,0,0,0,0,1,0.16,0.1818,0.8,0.1045,33,2011-01-30 00:00:00,0.0,1.0,0.0,1.0
643,2011-01-30,1,0,1,1,0,0,0,1,0.14,0.2121,0.8,0.0,29,2011-01-30 01:00:00,0.25881904510252074,0.9659258262890683,0.0,1.0
644,2011-01-30,1,0,1,2,0,0,0,1,0.16,0.2273,0.8,0.0,11,2011-01-30 02:00:00,0.49999999999999994,0.8660254037844387,0.0,1.0
645,2011-01-30,1,0,1,3,0,0,0,1,0.14,0.2121,0.93,0.0,8,2011-01-30 03:00:00,0.7071067811865475,0.7071067811865476,0.0,1.0
646,2011-01-30,1,0,1,4,0,0,0,1,0.14,0.2121,0.93,0.0,1,2011-01-30 04:00:00,0.8660254037844386,0.5000000000000001,0.0,1.0
647,2011-01-30,1,0,1,5,0,0,0,1,0.14,0.2121,0.86,0.0,3,2011-01-30 05:00:00,0.9659258262890683,0.25881904510252074,0.0,1.0
648,2011-01-30,1,0,1,7,0,0,0,1,0.14,0.2121,0.86,0.0,3,2011-01-30 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,1.0
649,2011-01-30,1,0,1,8,0,0,0,2,0.14,0.2121,0.86,0.0,12,2011-01-30 08:00:00,0.8660254037844387,-0.49999999999999983,0.0,1.0
650,2011-01-30,1,0,1,9,0,0,0,2,0.16,0.2273,0.8,0.0,38,2011-01-30 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,1.0
651,2011-01-30,1,0,1,10,0,0,0,2,0.18,0.2424,0.8,0.0,64,2011-01-30 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,1.0
652,2011-01-30,1,0,1,11,0,0,0,1,0.22,0.2727,0.75,0.0,59,2011-01-30 11:00:00,0.258819045102521,-0.9659258262890682,0.0,1.0
653,2011-01-30,1,0,1,12,0,0,0,1,0.3,0.3182,0.52,0.1045,97,2011-01-30 12:00:00,1.2246467991473532e-16,-1.0,0.0,1.0
654,2011-01-30,1,0,1,13,0,0,0,1,0.28,0.2879,0.61,0.1045,84,2011-01-30 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,1.0
655,2011-01-30,1,0,1,14,0,0,0,1,0.28,0.303,0.61,0.0896,122,2011-01-30 14:00:00,-0.4999999999999998,-0.8660254037844388,0.0,1.0
656,2011-01-30,1,0,1,15,0,0,0,1,0.3,0.3333,0.56,0.0,109,2011-01-30 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,1.0
657,2011-01-30,1,0,1,16,0,0,0,1,0.3,0.3333,0.56,0.0,123,2011-01-30 16:00:00,-0.8660254037844384,-0.5000000000000004,0.0,1.0
658,2011-01-30,1,0,1,17,0,0,0,1,0.3,0.2879,0.56,0.194,77,2011-01-30 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,1.0
659,2011-01-30,1,0,1,18,0,0,0,1,0.26,0.2576,0.65,0.1642,65,2011-01-30 18:00:00,-1.0,-1.8369701987210297e-16,0.0,1.0
660,2011-01-30,1,0,1,19,0,0,0,1,0.26,0.2576,0.65,0.194,55,2011-01-30 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,1.0
661,2011-01-30,1,0,1,20,0,0,0,2,0.26,0.2727,0.65,0.1045,33,2011-01-30 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,1.0
662,2011-01-30,1,0,1,21,0,0,0,2,0.24,0.2424,0.7,0.1642,28,2011-01-30 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,1.0
663,2011-01-30,1,0,1,22,0,0,0,2,0.24,0.2273,0.7,0.194,21,2011-01-30 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,1.0
664,2011-01-30,1,0,1,23,0,0,0,2,0.24,0.2121,0.65,0.2836,21,2011-01-30 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,1.0
665,2011-01-31,1,0,1,0,0,1,1,2,0.24,0.2273,0.65,0.2239,7,2011-01-31 00:00:00,0.0,1.0,0.0,1.0
666,2011-01-31,1,0,1,1,0,1,1,1,0.22,0.2121,0.64,0.2537,7,2011-01-31 01:00:00,0.25881904510252074,0.9659258262890683,0.0,1.0
667,2011-01-31,1,0,1,2,0,1,1,1,0.22,0.2273,0.64,0.194,1,2011-01-31 02:00:00,0.49999999999999994,0.8660254037844387,0.0,1.0
668,2011-01-31,1,0,1,3,0,1,1,1,0.22,0.2273,0.64,0.194,2,2011-01-31 03:00:00,0.7071067811865475,0.7071067811865476,0.0,1.0
669,2011-01-31,1,0,1,4,0,1,1,1,0.2,0.197,0.59,0.2239,2,2011-01-31 04:00:00,0.8660254037844386,0.5000000000000001,0.0,1.0
670,2011-01-31,1,0,1,5,0,1,1,1,0.18,0.1667,0.64,0.2836,8,2011-01-31 05:00:00,0.9659258262890683,0.25881904510252074,0.0,1.0
671,2011-01-31,1,0,1,6,0,1,1,1,0.16,0.1364,0.69,0.3284,37,2011-01-31 06:00:00,1.0,6.123233995736766e-17,0.0,1.0
672,2011-01-31,1,0,1,7,0,1,1,2,0.16,0.1364,0.64,0.2836,72,2011-01-31 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,1.0
673,2011-01-31,1,0,1,8,0,1,1,2,0.16,0.1364,0.59,0.2836,185,2011-01-31 08:00:00,0.8660254037844387,-0.49999999999999983,0.0,1.0
674,2011-01-31,1,0,1,9,0,1,1,2,0.16,0.1364,0.59,0.2985,112,2011-01-31 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,1.0
675,2011-01-31,1,0,1,10,0,1,1,2,0.16,0.1515,0.59,0.194,69,2011-01-31 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,1.0
676,2011-01-31,1,0,1,11,0,1,1,2,0.16,0.1515,0.59,0.194,48,2011-01-31 11:00:00,0.258819045102521,-0.9659258262890682,0.0,1.0
677,2011-01-31,1,0,1,12,0,1,1,2,0.18,0.2121,0.55,0.1045,68,2011-01-31 12:00:00,1.2246467991473532e-16,-1.0,0.0,1.0
678,2011-01-31,1,0,1,13,0,1,1,2,0.16,0.2273,0.59,0.0,54,2011-01-31 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,1.0
679,2011-01-31,1,0,1,14,0,1,1,2,0.18,0.197,0.55,0.1343,86,2011-01-31 14:00:00,-0.4999999999999998,-0.8660254037844388,0.0,1.0
680,2011-01-31,1,0,1,15,0,1,1,2,0.16,0.1818,0.59,0.1343,44,2011-01-31 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,1.0
681,2011-01-31,1,0,1,16,0,1,1,2,0.16,0.1818,0.56,0.194,86,2011-01-31 16:00:00,-0.8660254037844384,-0.5000000000000004,0.0,1.0
682,2011-01-31,1,0,1,17,0,1,1,2,0.16,0.1515,0.59,0.194,161,2011-01-31 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,1.0
683,2011-01-31,1,0,1,18,0,1,1,2,0.16,0.1515,0.55,0.2239,156,2011-01-31 18:00:00,-1.0,-1.8369701987210297e-16,0.0,1.0
684,2011-01-31,1,0,1,19,0,1,1,1,0.3,0.3182,0.61,0.1045,111,2011-01-31 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,1.0
685,2011-01-31,1,0,1,20,0,1,1,3,0.16,0.1667,0.59,0.1642,78,2011-01-31 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,1.0
686,2011-01-31,1,0,1,21,0,1,1,3,0.16,0.197,0.59,0.0896,56,2011-01-31 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,1.0
687,2011-01-31,1,0,1,22,0,1,1,2,0.16,0.1818,0.59,0.1045,34,2011-01-31 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,1.0
688,2011-01-31,1,0,1,23,0,1,1,2,0.16,0.197,0.64,0.0896,17,2011-01-31 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,1.0
689,2011-02-01,1,0,2,0,0,2,1,2,0.16,0.1818,0.64,0.1045,8,2011-02-01 00:00:00,0.0,1.0,0.49999999999999994,0.8660254037844387
690,2011-02-01,1,0,2,1,0,2,1,2,0.16,0.1818,0.69,0.1045,3,2011-02-01 01:00:00,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
691,2011-02-01,1,0,2,2,0,2,1,2,0.16,0.2273,0.69,0.0,2,2011-02-01 02:00:00,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
692,2011-02-01,1,0,2,3,0,2,1,2,0.16,0.2273,0.69,0.0,2,2011-02-01 03:00:00,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
693,2011-02-01,1,0,2,5,0,2,1,3,0.14,0.2121,0.93,0.0,3,2011-02-01 05:00:00,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
694,2011-02-01,1,0,2,6,0,2,1,3,0.14,0.2121,0.93,0.0,22,2011-02-01 06:00:00,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
695,2011-02-01,1,0,2,7,0,2,1,3,0.16,0.2273,0.93,0.0,52,2011-02-01 07:00:00,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
696,2011-02-01,1,0,2,8,0,2,1,3,0.16,0.2273,0.93,0.0,135,2011-02-01 08:00:00,0.8660254037844387,-0.49999999999999983,0.49999999999999994,0.8660254037844387
697,2011-02-01,1,0,2,9,0,2,1,2,0.16,0.2273,0.93,0.0,116,2011-02-01 09:00:00,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
698,2011-02-01,1,0,2,10,0,2,1,2,0.16,0.2273,0.93,0.0,47,2011-02-01 10:00:00,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
699,2011-02-01,1,0,2,11,0,2,1,2,0.18,0.2424,0.86,0.0,51,2011-02-01 11:00:00,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
700,2011-02-01,1,0,2,12,0,2,1,2,0.2,0.2576,0.86,0.0,55,2011-02-01 12:00:00,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
701,2011-02-01,1,0,2,13,0,2,1,2,0.2,0.2576,0.86,0.0,52,2011-02-01 13:00:00,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
702,2011-02-01,1,0,2,14,0,2,1,2,0.22,0.2576,0.8,0.0896,54,2011-02-01 14:00:00,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
703,2011-02-01,1,0,2,15,0,2,1,2,0.24,0.2879,0.75,0.0,52,2011-02-01 15:00:00,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
704,2011-02-01,1,0,2,16,0,2,1,2,0.24,0.2424,0.75,0.1343,64,2011-02-01 16:00:00,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
705,2011-02-01,1,0,2,17,0,2,1,2,0.24,0.2879,0.75,0.0,176,2011-02-01 17:00:00,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
706,2011-02-01,1,0,2,18,0,2,1,2,0.24,0.2576,0.81,0.1045,168,2011-02-01 18:00:00,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
707,2011-02-01,1,0,2,19,0,2,1,2,0.24,0.2424,0.81,0.1343,108,2011-02-01 19:00:00,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
708,2011-02-01,1,0,2,20,0,2,1,2,0.22,0.2273,0.87,0.1343,74,2011-02-01 20:00:00,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
709,2011-02-01,1,0,2,21,0,2,1,2,0.22,0.2273,0.87,0.1343,64,2011-02-01 21:00:00,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
710,2011-02-01,1,0,2,22,0,2,1,2,0.22,0.2576,0.87,0.0896,36,2011-02-01 22:00:00,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
711,2011-02-01,1,0,2,23,0,2,1,3,0.2,0.197,0.93,0.194,16,2011-02-01 23:00:00,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387
712,2011-02-02,1,0,2,0,0,3,1,3,0.22,0.2424,0.93,0.1045,2,2011-02-02 00:00:00,0.0,1.0,0.49999999999999994,0.8660254037844387
713,2011-02-02,1,0,2,1,0,3,1,3,0.22,0.2273,0.93,0.194,3,2011-02-02 01:00:00,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
714,2011-02-02,1,0,2,2,0,3,1,3,0.22,0.2273,0.93,0.1343,4,2011-02-02 02:00:00,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
715,2011-02-02,1,0,2,3,0,3,1,3,0.22,0.2273,0.93,0.1343,1,2011-02-02 03:00:00,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
716,2011-02-02,1,0,2,4,0,3,1,3,0.22,0.2121,0.93,0.2836,1,2011-02-02 04:00:00,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
717,2011-02-02,1,0,2,5,0,3,1,3,0.22,0.2424,0.93,0.1045,3,2011-02-02 05:00:00,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
718,2011-02-02,1,0,2,6,0,3,1,3,0.22,0.2424,0.93,0.1045,18,2011-02-02 06:00:00,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
719,2011-02-02,1,0,2,7,0,3,1,3,0.22,0.2121,0.93,0.2239,49,2011-02-02 07:00:00,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
720,2011-02-02,1,0,2,8,0,3,1,3,0.22,0.2121,0.93,0.2239,155,2011-02-02 08:00:00,0.8660254037844387,-0.49999999999999983,0.49999999999999994,0.8660254037844387
721,2011-02-02,1,0,2,9,0,3,1,2,0.24,0.2576,0.93,0.0896,123,2011-02-02 09:00:00,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
722,2011-02-02,1,0,2,10,0,3,1,2,0.22,0.2727,1.0,0.0,61,2011-02-02 10:00:00,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
723,2011-02-02,1,0,2,11,0,3,1,2,0.24,0.2273,0.93,0.194,52,2011-02-02 11:00:00,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
724,2011-02-02,1,0,2,12,0,3,1,2,0.24,0.2273,0.93,0.2239,64,2011-02-02 12:00:00,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
725,2011-02-02,1,0,2,13,0,3,1,1,0.34,0.3333,0.93,0.1642,75,2011-02-02 13:00:00,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
726,2011-02-02,1,0,2,14,0,3,1,1,0.38,0.3939,0.82,0.3881,63,2011-02-02 14:00:00,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
727,2011-02-02,1,0,2,15,0,3,1,1,0.38,0.3939,0.76,0.3284,76,2011-02-02 15:00:00,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
728,2011-02-02,1,0,2,16,0,3,1,1,0.36,0.3333,0.71,0.2985,103,2011-02-02 16:00:00,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
729,2011-02-02,1,0,2,17,0,3,1,1,0.36,0.3182,0.53,0.5224,190,2011-02-02 17:00:00,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
730,2011-02-02,1,0,2,18,0,3,1,1,0.34,0.2879,0.42,0.5522,182,2011-02-02 18:00:00,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
731,2011-02-02,1,0,2,19,0,3,1,1,0.28,0.2424,0.45,0.4925,91,2011-02-02 19:00:00,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
732,2011-02-02,1,0,2,20,0,3,1,1,0.24,0.197,0.48,0.5522,75,2011-02-02 20:00:00,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
733,2011-02-02,1,0,2,21,0,3,1,1,0.22,0.197,0.47,0.3284,63,2011-02-02 21:00:00,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
734,2011-02-02,1,0,2,22,0,3,1,1,0.22,0.2121,0.44,0.2537,40,2011-02-02 22:00:00,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
735,2011-02-02,1,0,2,23,0,3,1,1,0.2,0.1667,0.44,0.4478,32,2011-02-02 23:00:00,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387
736,2011-02-03,1,0,2,0,0,4,1,1,0.2,0.1667,0.4,0.4478,12,2011-02-03 00:00:00,0.0,1.0,0.49999999999999994,0.8660254037844387
737,2011-02-03,1,0,2,1,0,4,1,1,0.2,0.1515,0.44,0.5224,5,2011-02-03 01:00:00,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
738,2011-02-03,1,0,2,2,0,4,1,1,0.18,0.1667,0.43,0.2537,2,2011-02-03 02:00:00,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
739,2011-02-03,1,0,2,3,0,4,1,1,0.18,0.1667,0.43,0.2537,1,2011-02-03 03:00:00,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
740,2011-02-03,1,0,2,5,0,4,1,1,0.16,0.1364,0.5,0.2985,2,2011-02-03 05:00:00,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
741,2011-02-03,1,0,2,6,0,4,1,1,0.16,0.1364,0.43,0.3582,39,2011-02-03 06:00:00,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
742,2011-02-03,1,0,2,7,0,4,1,1,0.14,0.1212,0.5,0.3284,87,2011-02-03 07:00:00,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
743,2011-02-03,1,0,2,8,0,4,1,1,0.14,0.1212,0.5,0.3582,188,2011-02-03 08:00:00,0.8660254037844387,-0.49999999999999983,0.49999999999999994,0.8660254037844387
